province,party_code,party_name,party_scope,comparable_to_dpr,dprd_provincial_seats,dprd_provincial_seat_share,dpr_estimated_seats,dpr_estimated_seat_share,dpr_total_votes,dpr_vote_share,dprd_minus_dpr_vote_share,dprd_minus_dpr_seat_share
Kalimantan Barat,PPP,Partai Persatuan Pembangunan,national,true,2,0.030769,0,0.000000,114087,0.037949,-0.007180,0.030769
Kalimantan Barat,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,11350,0.003775,-0.003775,0.000000
Kalimantan Barat,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,6956,0.002314,-0.002314,0.000000
Kalimantan Barat,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,16224,0.005397,-0.005397,0.000000
Kalimantan Barat,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,4706,0.001565,-0.001565,0.000000
Kalimantan Barat,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,3981,0.001324,-0.001324,0.000000
Kalimantan Barat,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,74358,0.024734,-0.024734,0.000000
Kalimantan Barat,Perindo,Partai Perindo,national,true,0,0.000000,0,0.000000,45082,0.014996,-0.014996,0.000000
Kalimantan Barat,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,10091,0.003357,-0.003357,0.000000
Kalimantan Selatan,Golkar,Partai Golongan Karya,national,true,13,0.236364,3,0.272727,501255,0.224797,0.011567,-0.036364
Kalimantan Selatan,NasDem,Partai NasDem,national,true,10,0.181818,2,0.181818,296156,0.132816,0.049002,0.000000
Kalimantan Selatan,Gerindra,Partai Gerakan Indonesia Raya,national,true,7,0.127273,2,0.181818,247043,0.110791,0.016482,-0.054545
Kalimantan Selatan,PAN,Partai Amanat Nasional,national,true,6,0.109091,3,0.272727,372607,0.167102,-0.058011,-0.163636
Kalimantan Selatan,PKB,Partai Kebangkitan Bangsa,national,true,6,0.109091,0,0.000000,146780,0.065826,0.043265,0.109091
Kalimantan Selatan,PKS,Partai Keadilan Sejahtera,national,true,6,0.109091,1,0.090909,169987,0.076234,0.032857,0.018182
Kalimantan Selatan,Demokrat,Partai Demokrat,national,true,3,0.054545,0,0.000000,138909,0.062296,-0.007751,0.054545
Kalimantan Selatan,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,3,0.054545,0,0.000000,145204,0.065119,-0.010574,0.054545
Kalimantan Selatan,PPP,Partai Persatuan Pembangunan,national,true,1,0.018182,0,0.000000,102434,0.045938,-0.027757,0.018182
Kalimantan Selatan,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,13250,0.005942,-0.005942,0.000000
Kalimantan Selatan,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,6727,0.003017,-0.003017,0.000000
Kalimantan Selatan,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,23419,0.010503,-0.010503,0.000000
Kalimantan Selatan,Hanura,Partai Hati Nurani Rakyat,national,true,0,0.000000,0,0.000000,9424,0.004226,-0.004226,0.000000
Kalimantan Selatan,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,7585,0.003402,-0.003402,0.000000
Kalimantan Selatan,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,2572,0.001153,-0.001153,0.000000
Kalimantan Selatan,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,20058,0.008995,-0.008995,0.000000
Kalimantan Selatan,Perindo,Partai Perindo,national,true,0,0.000000,0,0.000000,14806,0.006640,-0.006640,0.000000
Kalimantan Selatan,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,11600,0.005202,-0.005202,0.000000
Kalimantan Tengah,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,10,0.222222,1,0.166667,295749,0.218325,0.003897,0.055556
Kalimantan Tengah,Golkar,Partai Golongan Karya,national,true,8,0.177778,1,0.166667,193871,0.143118,0.034660,0.011111
Kalimantan Tengah,Demokrat,Partai Demokrat,national,true,6,0.133333,1,0.166667,154407,0.113985,0.019348,-0.033333
Kalimantan Tengah,Gerindra,Partai Gerakan Indonesia Raya,national,true,6,0.133333,1,0.166667,177420,0.130974,0.002360,-0.033333
Kalimantan Tengah,NasDem,Partai NasDem,national,true,5,0.111111,1,0.166667,134107,0.098999,0.012112,-0.055556
Kalimantan Tengah,PAN,Partai Amanat Nasional,national,true,4,0.088889,1,0.166667,148111,0.109337,-0.020448,-0.077778
Kalimantan Tengah,PKB,Partai Kebangkitan Bangsa,national,true,4,0.088889,0,0.000000,111434,0.082262,0.006627,0.088889
Kalimantan Tengah,PKS,Partai Keadilan Sejahtera,national,true,1,0.022222,0,0.000000,29778,0.021982,0.000240,0.022222
Kalimantan Tengah,Perindo,Partai Perindo,national,true,1,0.022222,0,0.000000,27215,0.020090,0.002132,0.022222
Kalimantan Tengah,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,6427,0.004744,-0.004744,0.000000
Kalimantan Tengah,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,4853,0.003583,-0.003583,0.000000
Kalimantan Tengah,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,8095,0.005976,-0.005976,0.000000
Kalimantan Tengah,Hanura,Partai Hati Nurani Rakyat,national,true,0,0.000000,0,0.000000,13786,0.010177,-0.010177,0.000000
Kalimantan Tengah,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,4042,0.002984,-0.002984,0.000000
Kalimantan Tengah,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,3143,0.002320,-0.002320,0.000000
Kalimantan Tengah,PPP,Partai Persatuan Pembangunan,national,true,0,0.000000,0,0.000000,18776,0.013861,-0.013861,0.000000
Kalimantan Tengah,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,21397,0.015796,-0.015796,0.000000
Kalimantan Tengah,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,2014,0.001487,-0.001487,0.000000
Kalimantan Timur,Golkar,Partai Golongan Karya,national,true,15,0.272727,2,0.250000,538147,0.267212,0.005516,0.022727
Kalimantan Timur,Gerindra,Partai Gerakan Indonesia Raya,national,true,10,0.181818,1,0.125000,307259,0.152566,0.029252,0.056818
Kalimantan Timur,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,9,0.163636,1,0.125000,252714,0.125483,0.038154,0.038636
Kalimantan Timur,PKB,Partai Kebangkitan Bangsa,national,true,6,0.109091,1,0.125000,143852,0.071428,0.037663,-0.015909
Kalimantan Timur,PAN,Partai Amanat Nasional,national,true,4,0.072727,1,0.125000,111141,0.055186,0.017541,-0.052273
Kalimantan Timur,PKS,Partai Keadilan Sejahtera,national,true,4,0.072727,1,0.125000,145538,0.072265,0.000462,-0.052273
Kalimantan Timur,NasDem,Partai NasDem,national,true,3,0.054545,1,0.125000,227803,0.113113,-0.058568,-0.070455
Kalimantan Timur,Demokrat,Partai Demokrat,national,true,2,0.036364,0,0.000000,110752,0.054993,-0.018629,0.036364
Kalimantan Timur,PPP,Partai Persatuan Pembangunan,national,true,2,0.036364,0,0.000000,38578,0.019156,0.017208,0.036364
Kalimantan Timur,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,8643,0.004292,-0.004292,0.000000
Kalimantan Timur,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,5158,0.002561,-0.002561,0.000000
Kalimantan Timur,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,56308,0.027959,-0.027959,0.000000
Kalimantan Timur,Hanura,Partai Hati Nurani Rakyat,national,true,0,0.000000,0,0.000000,13254,0.006581,-0.006581,0.000000
Kalimantan Timur,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,5789,0.002874,-0.002874,0.000000
Kalimantan Timur,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,3662,0.001818,-0.001818,0.000000
Kalimantan Timur,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,29931,0.014862,-0.014862,0.000000
Kalimantan Timur,Perindo,Partai Perindo,national,true,0,0.000000,0,0.000000,10268,0.005098,-0.005098,0.000000
Kalimantan Timur,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,5139,0.002552,-0.002552,0.000000
Kalimantan Utara,Demokrat,Partai Demokrat,national,true,6,0.171429,1,0.333333,63863,0.168301,0.003128,-0.161905
Kalimantan Utara,Gerindra,Partai Gerakan Indonesia Raya,national,true,6,0.171429,1,0.333333,126507,0.333389,-0.161960,-0.161905
Kalimantan Utara,Golkar,Partai Golongan Karya,national,true,6,0.171429,0,0.000000,24992,0.065862,0.105566,0.171429
Kalimantan Utara,PKS,Partai Keadilan Sejahtera,national,true,4,0.114286,0,0.000000,12354,0.032557,0.081729,0.114286
Kalimantan Utara,Hanura,Partai Hati Nurani Rakyat,national,true,3,0.085714,0,0.000000,8197,0.021602,0.064112,0.085714
Kalimantan Utara,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,3,0.085714,1,0.333333,75556,0.199116,-0.113401,-0.247619
Kalimantan Utara,NasDem,Partai NasDem,national,true,2,0.057143,0,0.000000,31201,0.082225,-0.025082,0.057143
Kalimantan Utara,PAN,Partai Amanat Nasional,national,true,2,0.057143,0,0.000000,7795,0.020542,0.036600,0.057143
Kalimantan Utara,PKB,Partai Kebangkitan Bangsa,national,true,2,0.057143,0,0.000000,7607,0.020047,0.037096,0.057143
Kalimantan Utara,PPP,Partai Persatuan Pembangunan,national,true,1,0.028571,0,0.000000,8208,0.021631,0.006941,0.028571
Kalimantan Utara,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,1688,0.004448,-0.004448,0.000000
Kalimantan Utara,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,1273,0.003355,-0.003355,0.000000
Kalimantan Utara,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,3622,0.009545,-0.009545,0.000000
Kalimantan Utara,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,988,0.002604,-0.002604,0.000000
Kalimantan Utara,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,815,0.002148,-0.002148,0.000000
Kalimantan Utara,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,3053,0.008046,-0.008046,0.000000
Kalimantan Utara,Perindo,Partai Perindo,national,true,0,0.000000,0,0.000000,1385,0.003650,-0.003650,0.000000
Kalimantan Utara,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,354,0.000933,-0.000933,0.000000
Kepulauan Bangka Belitung,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,9,0.200000,1,0.333333,168406,0.218196,-0.018196,-0.133333
Kepulauan Bangka Belitung,Golkar,Partai Golongan Karya,national,true,8,0.177778,1,0.333333,115549,0.149711,0.028066,-0.155556
Kepulauan Bangka Belitung,Gerindra,Partai Gerakan Indonesia Raya,national,true,7,0.155556,1,0.333333,172949,0.224082,-0.068526,-0.177778
Kepulauan Bangka Belitung,NasDem,Partai NasDem,national,true,6,0.133333,0,0.000000,80472,0.104264,0.029070,0.133333
Kepulauan Bangka Belitung,PKS,Partai Keadilan Sejahtera,national,true,6,0.133333,0,0.000000,33169,0.042975,0.090358,0.133333
Kepulauan Bangka Belitung,Demokrat,Partai Demokrat,national,true,3,0.066667,0,0.000000,16873,0.021862,0.044805,0.066667
Kepulauan Bangka Belitung,PPP,Partai Persatuan Pembangunan,national,true,3,0.066667,0,0.000000,72724,0.094225,-0.027558,0.066667
Kepulauan Bangka Belitung,PKB,Partai Kebangkitan Bangsa,national,true,2,0.044444,0,0.000000,36444,0.047219,-0.002774,0.044444
Kepulauan Bangka Belitung,PBB,Partai Bulan Bintang,national,true,1,0.022222,0,0.000000,22996,0.029795,-0.007573,0.022222
Kepulauan Bangka Belitung,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,5072,0.006572,-0.006572,0.000000
Kepulauan Bangka Belitung,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,2503,0.003243,-0.003243,0.000000
Kepulauan Bangka Belitung,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,6870,0.008901,-0.008901,0.000000
Kepulauan Bangka Belitung,Hanura,Partai Hati Nurani Rakyat,national,true,0,0.000000,0,0.000000,7149,0.009263,-0.009263,0.000000
Kepulauan Bangka Belitung,PAN,Partai Amanat Nasional,national,true,0,0.000000,0,0.000000,12288,0.015921,-0.015921,0.000000
Kepulauan Bangka Belitung,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,998,0.001293,-0.001293,0.000000
Kepulauan Bangka Belitung,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,7219,0.009353,-0.009353,0.000000
Kepulauan Bangka Belitung,Perindo,Partai Perindo,national,true,0,0.000000,0,0.000000,8091,0.010483,-0.010483,0.000000
Kepulauan Bangka Belitung,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,2040,0.002643,-0.002643,0.000000
Kepulauan Riau,Gerindra,Partai Gerakan Indonesia Raya,national,true,9,0.200000,1,0.250000,164310,0.155893,0.044107,-0.050000
Kepulauan Riau,Golkar,Partai Golongan Karya,national,true,9,0.200000,1,0.250000,166147,0.157635,0.042365,-0.050000
Kepulauan Riau,NasDem,Partai NasDem,national,true,7,0.155556,1,0.250000,151776,0.144001,0.011555,-0.094444
Kepulauan Riau,PKS,Partai Keadilan Sejahtera,national,true,6,0.133333,0,0.000000,108797,0.103223,0.030110,0.133333
Kepulauan Riau,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,4,0.088889,1,0.250000,149222,0.141578,-0.052689,-0.161111
Kepulauan Riau,Demokrat,Partai Demokrat,national,true,3,0.066667,0,0.000000,54173,0.051398,0.015269,0.066667
Kepulauan Riau,PAN,Partai Amanat Nasional,national,true,2,0.044444,0,0.000000,57472,0.054528,-0.010083,0.044444
Kepulauan Riau,PKB,Partai Kebangkitan Bangsa,national,true,2,0.044444,0,0.000000,88253,0.083732,-0.039287,0.044444
Kepulauan Riau,Hanura,Partai Hati Nurani Rakyat,national,true,1,0.022222,0,0.000000,10629,0.010084,0.012138,0.022222
Kepulauan Riau,PSI,Partai Solidaritas Indonesia,national,true,1,0.022222,0,0.000000,45857,0.043508,-0.021286,0.022222
Kepulauan Riau,Perindo,Partai Perindo,national,true,1,0.022222,0,0.000000,14004,0.013287,0.008936,0.022222
Kepulauan Riau,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,10084,0.009567,-0.009567,0.000000
Kepulauan Riau,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,3206,0.003042,-0.003042,0.000000
Kepulauan Riau,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,9870,0.009364,-0.009364,0.000000
Kepulauan Riau,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,3155,0.002993,-0.002993,0.000000
Kepulauan Riau,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,1920,0.001822,-0.001822,0.000000
Kepulauan Riau,PPP,Partai Persatuan Pembangunan,national,true,0,0.000000,0,0.000000,9927,0.009418,-0.009418,0.000000
Kepulauan Riau,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,5193,0.004927,-0.004927,0.000000
Lampung,Gerindra,Partai Gerakan Indonesia Raya,national,true,16,0.188235,4,0.200000,806836,0.173444,0.014791,-0.011765
Lampung,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,13,0.152941,3,0.150000,724522,0.155749,-0.002808,0.002941
Lampung,Golkar,Partai Golongan Karya,national,true,11,0.129412,3,0.150000,670414,0.144118,-0.014706,-0.020588
Lampung,PKB,Partai Kebangkitan Bangsa,national,true,11,0.129412,2,0.100000,579246,0.124520,0.004892,0.029412
Lampung,NasDem,Partai NasDem,national,true,10,0.117647,2,0.100000,443412,0.095320,0.022327,0.017647
Lampung,Demokrat,Partai Demokrat,national,true,9,0.105882,2,0.100000,428727,0.092163,0.013720,0.005882
Lampung,PAN,Partai Amanat Nasional,national,true,8,0.094118,2,0.100000,364060,0.078261,0.015856,-0.005882
Lampung,PKS,Partai Keadilan Sejahtera,national,true,7,0.082353,2,0.100000,303074,0.065151,0.017202,-0.017647
Lampung,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,27738,0.005963,-0.005963,0.000000
Lampung,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,14021,0.003014,-0.003014,0.000000
Lampung,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,27631,0.005940,-0.005940,0.000000
Lampung,Hanura,Partai Hati Nurani Rakyat,national,true,0,0.000000,0,0.000000,20815,0.004475,-0.004475,0.000000
Lampung,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,8431,0.001812,-0.001812,0.000000
Lampung,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,6701,0.001441,-0.001441,0.000000
Lampung,PPP,Partai Persatuan Pembangunan,national,true,0,0.000000,0,0.000000,69049,0.014843,-0.014843,0.000000
Lampung,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,93721,0.020147,-0.020147,0.000000
Lampung,Perindo,Partai Perindo,national,true,0,0.000000,0,0.000000,48052,0.010330,-0.010330,0.000000
Lampung,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,15393,0.003309,-0.003309,0.000000
Maluku,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,8,0.177778,1,0.250000,145777,0.140148,0.037630,-0.072222
Maluku,NasDem,Partai NasDem,national,true,6,0.133333,0,0.000000,91835,0.088289,0.045045,0.133333
Maluku,Gerindra,Partai Gerakan Indonesia Raya,national,true,5,0.111111,1,0.250000,136989,0.131699,-0.020588,-0.138889
Maluku,Demokrat,Partai Demokrat,national,true,4,0.088889,0,0.000000,70184,0.067474,0.021415,0.088889
Maluku,Golkar,Partai Golongan Karya,national,true,4,0.088889,0,0.000000,87508,0.084129,0.004760,0.088889
Maluku,PKB,Partai Kebangkitan Bangsa,national,true,4,0.088889,0,0.000000,53963,0.051879,0.037010,0.088889
Maluku,PKS,Partai Keadilan Sejahtera,national,true,4,0.088889,1,0.250000,146716,0.141051,-0.052162,-0.161111
Maluku,Hanura,Partai Hati Nurani Rakyat,national,true,3,0.066667,0,0.000000,14325,0.013772,0.052895,0.066667
Maluku,PAN,Partai Amanat Nasional,national,true,3,0.066667,1,0.250000,178770,0.171867,-0.105200,-0.183333
Maluku,PPP,Partai Persatuan Pembangunan,national,true,2,0.044444,0,0.000000,22322,0.021460,0.022984,0.044444
Maluku,Perindo,Partai Perindo,national,true,2,0.044444,0,0.000000,25690,0.024698,0.019746,0.044444
Maluku,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,8616,0.008283,-0.008283,0.000000
Maluku,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,4514,0.004340,-0.004340,0.000000
Maluku,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,13391,0.012874,-0.012874,0.000000
Maluku,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,6193,0.005954,-0.005954,0.000000
Maluku,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,11111,0.010682,-0.010682,0.000000
Maluku,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,20904,0.020097,-0.020097,0.000000
Maluku,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,1358,0.001306,-0.001306,0.000000
Maluku Utara,Golkar,Partai Golongan Karya,national,true,8,0.177778,1,0.333333,128475,0.183719,-0.005941,-0.155556
Maluku Utara,Hanura,Partai Hati Nurani Rakyat,national,true,5,0.111111,0,0.000000,10914,0.015607,0.095504,0.111111
Maluku Utara,NasDem,Partai NasDem,national,true,5,0.111111,0,0.000000,56105,0.080230,0.030881,0.111111
Maluku Utara,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,5,0.111111,1,0.333333,146937,0.210120,-0.099008,-0.222222
Maluku Utara,PKS,Partai Keadilan Sejahtera,national,true,5,0.111111,1,0.333333,70736,0.101152,0.009959,-0.222222
Maluku Utara,Gerindra,Partai Gerakan Indonesia Raya,national,true,4,0.088889,0,0.000000,64089,0.091647,-0.002758,0.088889
Maluku Utara,PKB,Partai Kebangkitan Bangsa,national,true,4,0.088889,0,0.000000,58175,0.083190,0.005699,0.088889
Maluku Utara,Demokrat,Partai Demokrat,national,true,3,0.066667,0,0.000000,34575,0.049442,0.017225,0.066667
Maluku Utara,PAN,Partai Amanat Nasional,national,true,3,0.066667,0,0.000000,62457,0.089313,-0.022647,0.066667
Maluku Utara,Garuda,Partai Garda Republik Indonesia,national,true,1,0.022222,0,0.000000,5594,0.007999,0.014223,0.022222
Maluku Utara,PBB,Partai Bulan Bintang,national,true,1,0.022222,0,0.000000,6777,0.009691,0.012531,0.022222
Maluku Utara,Perindo,Partai Perindo,national,true,1,0.022222,0,0.000000,18311,0.026185,-0.003962,0.022222
Maluku Utara,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,6574,0.009401,-0.009401,0.000000
Maluku Utara,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,8859,0.012668,-0.012668,0.000000
Maluku Utara,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,3894,0.005568,-0.005568,0.000000
Maluku Utara,PPP,Partai Persatuan Pembangunan,national,true,0,0.000000,0,0.000000,8395,0.012005,-0.012005,0.000000
Maluku Utara,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,5929,0.008478,-0.008478,0.000000
Maluku Utara,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,2506,0.003584,-0.003584,0.000000
Nusa Tenggara Barat,Gerindra,Partai Gerakan Indonesia Raya,national,true,10,0.153846,1,0.090909,434155,0.144421,0.009425,0.062937
Nusa Tenggara Barat,Golkar,Partai Golongan Karya,national,true,10,0.153846,1,0.090909,285263,0.094892,0.058954,0.062937
Nusa Tenggara Barat,PKS,Partai Keadilan Sejahtera,national,true,8,0.123077,2,0.181818,319321,0.106222,0.016855,-0.058741
Nusa Tenggara Barat,PPP,Partai Persatuan Pembangunan,national,true,7,0.107692,0,0.000000,191199,0.063602,0.044090,0.107692
Nusa Tenggara Barat,Demokrat,Partai Demokrat,national,true,6,0.092308,1,0.090909,220438,0.073328,0.018979,0.001399
Nusa Tenggara Barat,PKB,Partai Kebangkitan Bangsa,national,true,6,0.092308,2,0.181818,355767,0.118346,-0.026038,-0.089510
Nusa Tenggara Barat,NasDem,Partai NasDem,national,true,4,0.061538,2,0.181818,247854,0.082448,-0.020910,-0.120280
Nusa Tenggara Barat,PAN,Partai Amanat Nasional,national,true,4,0.061538,1,0.090909,262809,0.087423,-0.025885,-0.029371
Nusa Tenggara Barat,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,4,0.061538,1,0.090909,188688,0.062767,-0.001228,-0.029371
Nusa Tenggara Barat,Perindo,Partai Perindo,national,true,3,0.046154,0,0.000000,212059,0.070541,-0.024387,0.046154
Nusa Tenggara Barat,PBB,Partai Bulan Bintang,national,true,2,0.030769,0,0.000000,28195,0.009379,0.021390,0.030769
Nusa Tenggara Barat,Hanura,Partai Hati Nurani Rakyat,national,true,1,0.015385,0,0.000000,33991,0.011307,0.004078,0.015385
Nusa Tenggara Barat,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,22900,0.007618,-0.007618,0.000000
Nusa Tenggara Barat,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,19289,0.006416,-0.006416,0.000000
Nusa Tenggara Barat,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,116859,0.038873,-0.038873,0.000000
Nusa Tenggara Barat,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,11008,0.003662,-0.003662,0.000000
Nusa Tenggara Barat,PSI,Partai Solidaritas Indonesia,national,true,0,0.000000,0,0.000000,46894,0.015599,-0.015599,0.000000
Nusa Tenggara Barat,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,9482,0.003154,-0.003154,0.000000
Nusa Tenggara Timur,Gerindra,Partai Gerakan Indonesia Raya,national,true,9,0.138462,1,0.076923,325202,0.116097,0.022364,0.061538
Nusa Tenggara Timur,Golkar,Partai Golongan Karya,national,true,9,0.138462,3,0.230769,378996,0.135302,0.003160,-0.092308
Nusa Tenggara Timur,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,9,0.138462,2,0.153846,447442,0.159737,-0.021275,-0.015385
Nusa Tenggara Timur,NasDem,Partai NasDem,national,true,8,0.123077,2,0.153846,338882,0.120981,0.002096,-0.030769
Nusa Tenggara Timur,Demokrat,Partai Demokrat,national,true,7,0.107692,2,0.153846,342001,0.122094,-0.014402,-0.046154
Nusa Tenggara Timur,PKB,Partai Kebangkitan Bangsa,national,true,7,0.107692,2,0.153846,255277,0.091134,0.016558,-0.046154
Nusa Tenggara Timur,PSI,Partai Solidaritas Indonesia,national,true,6,0.092308,0,0.000000,129806,0.046341,0.045967,0.092308
Nusa Tenggara Timur,Hanura,Partai Hati Nurani Rakyat,national,true,4,0.061538,0,0.000000,75551,0.026972,0.034567,0.061538
Nusa Tenggara Timur,PAN,Partai Amanat Nasional,national,true,4,0.061538,1,0.076923,212854,0.075989,-0.014450,-0.015385
Nusa Tenggara Timur,PKS,Partai Keadilan Sejahtera,national,true,1,0.015385,0,0.000000,55982,0.019986,-0.004601,0.015385
Nusa Tenggara Timur,Perindo,Partai Perindo,national,true,1,0.015385,0,0.000000,86108,0.030741,-0.015356,0.015385
Nusa Tenggara Timur,Buruh,Partai Buruh,national,true,0,0.000000,0,0.000000,25520,0.009111,-0.009111,0.000000
Nusa Tenggara Timur,Garuda,Partai Garda Republik Indonesia,national,true,0,0.000000,0,0.000000,19101,0.006819,-0.006819,0.000000
Nusa Tenggara Timur,Gelora,Partai Gelombang Rakyat Indonesia,national,true,0,0.000000,0,0.000000,24872,0.008879,-0.008879,0.000000
Nusa Tenggara Timur,PBB,Partai Bulan Bintang,national,true,0,0.000000,0,0.000000,8306,0.002965,-0.002965,0.000000
Nusa Tenggara Timur,PKN,Partai Kebangkitan Nusantara,national,true,0,0.000000,0,0.000000,16808,0.006000,-0.006000,0.000000
Nusa Tenggara Timur,PPP,Partai Persatuan Pembangunan,national,true,0,0.000000,0,0.000000,54666,0.019516,-0.019516,0.000000
Nusa Tenggara Timur,Ummat,Partai Ummat,national,true,0,0.000000,0,0.000000,3745,0.001337,-0.001337,0.000000
Papua,Golkar,Partai Golongan Karya,national,true,9,0.200000,0,0.000000,71845,0.109034,0.090966,0.200000
Papua,NasDem,Partai NasDem,national,true,8,0.177778,1,0.333333,99418,0.150880,0.026898,-0.155556
Papua,PDIP,Partai Demokrasi Indonesia Perjuangan,national,true,7,0.155556,1,0.333333,154548,0.234547,-0.078991,-0.177778
Papua,PKS,Partai Keadilan Sejahtera,national,true,4,0.088889,0,0.000000,27887,0.042322,0.046567,0.088889
Papua,Demokrat,Partai Demokrat,national,true,3,0.066667,0,0.000000,42346,0.064266,0.002401,0.066667
Papua,Gerindra,Partai Gerakan Indonesia Raya,national,true,3,0.066667,1,0.333333,110961,0.168398,-0.101731,-0.266667
Papua,PAN,Partai Amanat Nasional,national,true,3,0.066667,0,0.000000,41911,0.063605,0.003061,0.066667
