province,province_raw,candidate_name,vote_count,rank
Kalimantan Selatan,KALIMANTAN SELATAN,"Dr. H PANGERAN SYARIF ABDURRAHMAN BAHASYIM, M.M. HABIB BANUA.",236484,6
Kalimantan Selatan,KALIMANTAN SELATAN,"ANTUNG FATMAWATI, S.T.",145739,7
Kalimantan Selatan,KALIMANTAN SELATAN,"NANIK HAYATI, S.Sos.",93928,8
Kalimantan Selatan,KALIMANTAN SELATAN,"H. MUHAMMAD YAMIN, I.E.",71539,9
Kalimantan Timur,KALIMANTAN TIMUR,"SINTA ROSMA YENTI, S.A.P.",219819,1
Kalimantan Timur,KALIMANTAN TIMUR,"AJI MIRNI MAWARNI, S.T., M.M.",188193,2
Kalimantan Timur,KALIMANTAN TIMUR,"Dr. dr. ANDI SOFYAN HASDAM, Sp.N.",179346,3
Kalimantan Timur,KALIMANTAN TIMUR,"Dr. YULIANUS HENOCK SUMUAL, S.H., M.Si.",140044,4
Kalimantan Timur,KALIMANTAN TIMUR,"ZAINAL ARIFIN, A.Md., Kep.",129974,5
Kalimantan Timur,KALIMANTAN TIMUR,"Ir. H. EMIR MOEIS, M.Sc.",124566,6
Kalimantan Timur,KALIMANTAN TIMUR,"HABIB AHMAD BAHASYIM, S.E., M.M.",114871,7
Kalimantan Timur,KALIMANTAN TIMUR,"H. MUHAMMAD FATHUR RAHMAN AL KUTAI, S.H., M.H.",114591,8
Kalimantan Timur,KALIMANTAN TIMUR,NASPI ARSYAD,103367,9
Kalimantan Timur,KALIMANTAN TIMUR,"ABDUL JAWAD, S.H., M.H.",95806,10
Kalimantan Timur,KALIMANTAN TIMUR,"H. NANANG SULAIMAN, S.E.",86763,11
Kalimantan Timur,KALIMANTAN TIMUR,K.H. FAHRUR RAZI,84834,12
Kalimantan Timur,KALIMANTAN TIMUR,"Dr. H. RENDI SUSISWO ISMAIL, S.H., M.H.",75018,13
Kalimantan Timur,KALIMANTAN TIMUR,"Ir. H. BAMBANG SUSILO, M.M.",61246,14
Kalimantan Timur,KALIMANTAN TIMUR,"H. ANDI FATHUL KHAIR, S.Sos.",48084,15
Kalimantan Timur,KALIMANTAN TIMUR,Mayjen TNI (Purn) SOEDARMO,40312,16
Kalimantan Timur,KALIMANTAN TIMUR,"H. JAFAR ABDUL GAFFAR, S.Sos., M.H.",38683,17
Kalimantan Timur,KALIMANTAN TIMUR,"Apt. A. ZALDY IRZA PAHLEVY ABDURRASYID, S.Si., M.Farm.",28496,18
Kalimantan Timur,KALIMANTAN TIMUR,"KAMAL HARPA, S.Sos.",18428,19
Kalimantan Timur,KALIMANTAN TIMUR,"SUMADI, S.Sos.",8528,20
Kalimantan Utara,KALIMANTAN UTARA,"HERMAN, S.H.",55198,1
Kalimantan Utara,KALIMANTAN UTARA,"H. HASAN BASRI, S.E., M.H.",51725,2
Kalimantan Utara,KALIMANTAN UTARA,LARASATI MORISKA,45559,3
Kalimantan Utara,KALIMANTAN UTARA,"Dr. Drs. MARTHIN BILLA, M.M.",45119,4
Kalimantan Utara,KALIMANTAN UTARA,"Hj. SRI SULARTININGSIH, S.I.Kom., M.I.Kom.",44455,5
Kalimantan Utara,KALIMANTAN UTARA,"FERNANDO SINAGA, S.Th.",27637,6
Kalimantan Utara,KALIMANTAN UTARA,"Dr. Drs. HENDRIS DAMUS, M.Si.",19113,7
Kalimantan Utara,KALIMANTAN UTARA,"ABD. DJALIL FATAH, S.H., M.M.",18996,8
Kalimantan Utara,KALIMANTAN UTARA,H. ISMUNANDAR AZIS,15428,9
Kalimantan Utara,KALIMANTAN UTARA,"MUKLIS, S.H., M.H.",11255,10
Kalimantan Utara,KALIMANTAN UTARA,MUHAMMAD FAJRI ALFA ROBI,10312,11
Kalimantan Utara,KALIMANTAN UTARA,DT. BUYUNG PERKASA,9476,12
Kalimantan Utara,KALIMANTAN UTARA,"AJI MUHAMMAD ARI WIJAYA, S.T.",5373,13
Kalimantan Utara,KALIMANTAN UTARA,"SYAMSUDDIN, S.Pd., M.Pd., M.H.",5261,14
Kalimantan Utara,KALIMANTAN UTARA,"MUHAMMAD SYAWAL, SE. M.M.",4032,15
Kalimantan Utara,KALIMANTAN UTARA,SISWANTARA,3998,16
Sulawesi Utara,SULAWESI UTARA,MAYA RUMANTIR,394153,1
Sulawesi Utara,SULAWESI UTARA,CHERISH HARRIETTE,234333,2
Sulawesi Utara,SULAWESI UTARA,"Ir. STEFANUS B.A.N. LIOW, M.A.P.",216126,3
Sulawesi Utara,SULAWESI UTARA,"Dra. ADRIANA CHARLOTTE DONDOKAMBEY, M.Si.",202652,4
Sulawesi Utara,SULAWESI UTARA,DJAFAR ALKATIRI,188580,5
Sulawesi Utara,SULAWESI UTARA,"ABID TAKALAMINGAN, S.Sos., M.H.",140474,6
Sulawesi Utara,SULAWESI UTARA,"MURPHY ELDY KANLY KUHU, S.T.P.",72868,7
Sulawesi Utara,SULAWESI UTARA,"PUTRI REJEKI KASAD, S.H., M.Kn.",48142,8
Gorontalo,GORONTALO,Prof. Dr. Ir. FADEL MUHAMMAD,242732,1
Gorontalo,GORONTALO,"Hi. SYARIF MBUINGA, S.Pd.I., S.E., M.M.",101992,2
Gorontalo,GORONTALO,RAHMIJATI JAHJA,85146,3
Gorontalo,GORONTALO,H. JASIN U. DILO,63904,4
Gorontalo,GORONTALO,"DEWI SARTIKA HEMETO, S.E.",59171,5
Gorontalo,GORONTALO,H. TONNY S. JUNUS,57807,6
Gorontalo,GORONTALO,"ANA SUPRIYANA ABDUL HAMID, S.H., M.Kn.",45586,7
Gorontalo,GORONTALO,dr. RUSLIYANTO MONOARFA,31887,8
Gorontalo,GORONTALO,"RONALD S. BIDJUNI, S.Sn.",20911,9
Gorontalo,GORONTALO,"H. YUSRI M. HELINGO, S.E., M.M.",16134,10
Gorontalo,GORONTALO,HENGKI MALIKI,11866,11
Gorontalo,GORONTALO,"JAMALUDDIN K. MOOWAGO, S.Kom.",7470,12
Sulawesi Tengah,SULAWESI TENGAH,"FEBRIYANTHI HONGKIRIWANG, S.Si., Apt.",183470,1
Sulawesi Tengah,SULAWESI TENGAH,"ABCANDRA MUHAMMAD AKBAR SUPRATMAN, S.H.",181655,2
Sulawesi Tengah,SULAWESI TENGAH,RAFIQ AL-AMRI,162585,3
Sulawesi Tengah,SULAWESI TENGAH,"ANDHIKA MAYRIZAL AMIR, S.H., M.Kn.",130859,4
Sulawesi Tengah,SULAWESI TENGAH,"Dr. ABDUL RACHMAN THAHA, S.H., M.H.",102821,5
Sulawesi Tengah,SULAWESI TENGAH,"AHMAD SYAIFULLAH MALONDA, S.P.",101981,6
Sulawesi Tengah,SULAWESI TENGAH,Pdt. RINALDI DAMANIK,97686,7
Sulawesi Tengah,SULAWESI TENGAH,"MUGIRA, S.H.",79712,8
Sulawesi Tengah,SULAWESI TENGAH,"ANDI PARENRENGI, S.T.",78936,9
Sulawesi Tengah,SULAWESI TENGAH,"LUKKY SEMEN, S.E.",78389,10
Sulawesi Tengah,SULAWESI TENGAH,"EVA SUSANTI H BANDE, S.Sos.",67129,11
Sulawesi Tengah,SULAWESI TENGAH,"AAN ARIF LATADANO, S.T.",61717,12
Sulawesi Tengah,SULAWESI TENGAH,"Ir. TRIE IRIANY LAMAKAMPALI, M.M.",50254,13
Sulawesi Tengah,SULAWESI TENGAH,"H. MUSTAR LABOLO, S.Sos., M.Pd.",47263,14
Sulawesi Tengah,SULAWESI TENGAH,IKBAL BASIR KHAN,40244,15
Sulawesi Tengah,SULAWESI TENGAH,"Ir. MOH. FAIZAL MANG, M.M.",38499,16
Sulawesi Tengah,SULAWESI TENGAH,BUDIMAN JAYA ASHARI,37234,17
Sulawesi Tengah,SULAWESI TENGAH,"ARIFIN SUNUSI, S.H., MBT.",34317,18
Sulawesi Tengah,SULAWESI TENGAH,SITI ZAHRIA,33395,19
Sulawesi Tengah,SULAWESI TENGAH,"SUHARDI, S.Th.I.",32086,20
Sulawesi Tengah,SULAWESI TENGAH,"Ir. H. SYAIFULLAH DJAFAR, M.Si.",28099,21
Sulawesi Tengah,SULAWESI TENGAH,"PERI COKROAMINOTO DEWANTORO, S.Fil.I.",18057,22
Sulawesi Selatan,SULAWESI SELATAN,"A. ABD. WARIS HALID, S.S., M.M.",504201,1
Sulawesi Selatan,SULAWESI SELATAN,"H. AL HIDAYAT SAMSU, S.Pd., M.Pd.",496609,2
Sulawesi Selatan,SULAWESI SELATAN,TAMSIL LINRUNG,455789,3
Sulawesi Selatan,SULAWESI SELATAN,ANDI MUH. IHSAN,390146,4
Sulawesi Selatan,SULAWESI SELATAN,"DATU LUWU ANDI MARADANG MACKULAU, S.H.",355308,5
Sulawesi Selatan,SULAWESI SELATAN,A. HATTA MARAKARMA,333857,6
Sulawesi Selatan,SULAWESI SELATAN,Prof. Dr. H IDRUS ANDI PATURUSI,295392,7
Sulawesi Selatan,SULAWESI SELATAN,"Dr. Apt. H. ANDI MUH YAGKIN PADJALANGI, M.Kes.",253369,8
Sulawesi Selatan,SULAWESI SELATAN,"Pdt. MUSA SALUSU, M.Th.",252786,9
Sulawesi Selatan,SULAWESI SELATAN,"Ir. H. MUHAMMAD NASYIT UMAR, SP.",233569,10
Sulawesi Selatan,SULAWESI SELATAN,"Ir. H. A. CHAIRIL ANWAR, M.M.",215154,11
Sulawesi Selatan,SULAWESI SELATAN,"LILY AMELIA SALURAPA, S.E., M.M.",213301,12
Sulawesi Selatan,SULAWESI SELATAN,"ELLI OSCHAR, M.Pd.I",209295,13
Sulawesi Selatan,SULAWESI SELATAN,"Drs. H. ABD. RAHMAN, M.M.",175286,14
Sulawesi Selatan,SULAWESI SELATAN,"Dr. Ir. H. A. M. YUSRAN PARIS, M.M.",156103,15
Sulawesi Selatan,SULAWESI SELATAN,ANDI BASO RYADI MAPPASULLE,125225,16
Sulawesi Selatan,SULAWESI SELATAN,ST. DIZA RASYID ALI,100654,17
Sulawesi Selatan,SULAWESI SELATAN,HARMANSYAH,99056,18
Sulawesi Barat,SULAWESI BARAT,"ANDRI PRAYOGA PUTRA SINGKARRU, MSc.",150633,1
Sulawesi Barat,SULAWESI BARAT,"JUPRI MAHMUD, S.E.",112289,2
Sulawesi Barat,SULAWESI BARAT,H. ALMALIK PABABARI,56225,3
Sulawesi Barat,SULAWESI BARAT,"A. IAN ALI BAAL MASDAR, S.H.",55090,4
Sulawesi Barat,SULAWESI BARAT,H. ISKANDAR MUDA BAHARUDDIN LOPA,53069,5
Sulawesi Barat,SULAWESI BARAT,"H. KALMA KATTA, S.Sos., M.M.",48867,6
Sulawesi Barat,SULAWESI BARAT,"MUHAMMAD HATTA KAINANG, S.H.",38153,7
Sulawesi Barat,SULAWESI BARAT,"Ir. H. HAMSAH SUNUBA, M. Kes.",27134,8
Sulawesi Barat,SULAWESI BARAT,BASTIAN BASRI,24966,9
Sulawesi Barat,SULAWESI BARAT,"ABD JAWAS GANI, S.H., M.H.",23733,10
Sulawesi Barat,SULAWESI BARAT,"LEONAR BONGGA, S.H.",21396,11
Sulawesi Barat,SULAWESI BARAT,"BUSTAN BASIR, S.H.I., M.A.",19331,12
Sulawesi Barat,SULAWESI BARAT,"Pdt. YAVED NATANIEL, S.Th.",19185,13
Sulawesi Barat,SULAWESI BARAT,RISBAR BERLIAN BACHRI,19006,14
Sulawesi Barat,SULAWESI BARAT,Drs. HAJI HUSAIN,17937,15
Sulawesi Barat,SULAWESI BARAT,"Dr. SEMUEL LINGGI TOPAYUNG, M.A.P.",16138,16
Sulawesi Barat,SULAWESI BARAT,ISWAR,15773,17
Sulawesi Barat,SULAWESI BARAT,H. SUKARDY MUHAMMAD NOER,12881,18
Sulawesi Barat,SULAWESI BARAT,HASAN BADO,12680,19
Sulawesi Barat,SULAWESI BARAT,MUHAIMIN FAISAL,11211,20
Sulawesi Barat,SULAWESI BARAT,ANDI MUH. ICHSAN,5791,21
Sulawesi Barat,SULAWESI BARAT,"Drs. H. HARUN, M.M.",5599,22
Sulawesi Barat,SULAWESI BARAT,"HEINCE DEMMABUTTU, S.I.P.",5540,23
Sulawesi Barat,SULAWESI BARAT,"SUPRIADI YUSUF, S.Si., M.Si.",5163,24
Sulawesi Tenggara,SULAWESI TENGGARA,LA ODE UMAR BONTE,214999,1
Sulawesi Tenggara,SULAWESI TENGGARA,"LENI ANDRIANI SURUNUDDIN, B.Bus., M.Com.",156916,2
Sulawesi Tenggara,SULAWESI TENGGARA,"WA ODE RABIA AL ADAWIA RIDWAN, S.E., M.B.A.",119728,3
Sulawesi Tenggara,SULAWESI TENGGARA,"Dr. H. MZ. AMIRUL TAMIM, M.Si.",94530,4
Sulawesi Tenggara,SULAWESI TENGGARA,"dr. DEWA PUTU ARDIKA SEPUTRA, Sp.OG.",94166,5
Sulawesi Tenggara,SULAWESI TENGGARA,"Hj. ANDI NIRWANA S., S.P., M.M.",72847,6
Sulawesi Tenggara,SULAWESI TENGGARA,AMNAENI DG. TABAJI,66936,7
Sulawesi Tenggara,SULAWESI TENGGARA,"H. ABDUL RASYID SYAWAL, S.Pd.",61602,8
Sulawesi Tenggara,SULAWESI TENGGARA,ABDUL JALIL,56512,9
Sulawesi Tenggara,SULAWESI TENGGARA,"H. MUHLIS, S.Si.",52303,10
Sulawesi Tenggara,SULAWESI TENGGARA,"ANDI SAHIBUDDIN, S.Ag.",48938,11
Sulawesi Tenggara,SULAWESI TENGGARA,"Ir. WA ODE HAMSINAH BOLU, M.Sc.",47913,12
Sulawesi Tenggara,SULAWESI TENGGARA,RATNA LA DA,46140,13
Sulawesi Tenggara,SULAWESI TENGGARA,"Dr. MASMUR, S.S., M.Si.",44989,14
Sulawesi Tenggara,SULAWESI TENGGARA,"Dr. H. M. TASMIN L., M.Pd.I.",44534,15
Sulawesi Tenggara,SULAWESI TENGGARA,MANSUR,32308,16
Sulawesi Tenggara,SULAWESI TENGGARA,TIE SARANANI,29519,17
Sulawesi Tenggara,SULAWESI TENGGARA,FATMAYANI HARLI TOMBILI,26187,18
Sulawesi Tenggara,SULAWESI TENGGARA,"Drs. H. MUIRUN AWI, M.Si.",26143,19
Sulawesi Tenggara,SULAWESI TENGGARA,"ALMAGHFIRAH SAPRI, S.H.",21317,20
Sulawesi Tenggara,SULAWESI TENGGARA,M. ARIS ACHMAD,20672,21
Sulawesi Tenggara,SULAWESI TENGGARA,"BURHANIS, S.A.P.",13714,22
Sulawesi Tenggara,SULAWESI TENGGARA,"Dr. YURISMAN STAR, S.E., M.Si.",8086,23
Sulawesi Tenggara,SULAWESI TENGGARA,"H. TONY AKBAR HASIBUAN, S.H., M.H.",6208,24
Maluku,MALUKU,"NOVITA ANAKOTTA, S.H., M.H.",180335,1
Maluku,MALUKU,"ANNA LATUCONSINA, S.H., S.I.Kom.",126595,2
Maluku,MALUKU,"BISRI AS SHIDDIQ LATUCONSINA, S.Sos.",110163,3
Maluku,MALUKU,"MIRATI DEWANINGSIH, S.T.",85690,4
Maluku,MALUKU,"Dr. NONO SAMPONO, M.Si.",84660,5
Maluku,MALUKU,"JOSEPH SIKTEUBUN, S.Sos.",70776,6
Maluku,MALUKU,"FRANGKOIS KLEMENS ORNO, S.I.P.",66880,7
Maluku,MALUKU,"SITTI AMINA AMAHORU, S.S., M.I.Kom.",63852,8
Maluku,MALUKU,"Ir. MELKIAS L. FRANS, M.Si.",56151,9
Maluku,MALUKU,"ALI ROHO TALAOHU, S.I.P., M.I.Pol.",53283,10
Maluku,MALUKU,H. M. YASIN WELSON LAJAHA,50254,11
Maluku,MALUKU,"Ir. HASANUDDIN RUMRA, M.Si.",33923,12
Maluku,MALUKU,"ABUKASIM SANGADJI, S.Sos., M.Si.",32628,13
Maluku,MALUKU,"SAMSON YASIR ALKATIRI, S.Pi., M.Si.",19917,14
Maluku Utara,MALUKU UTARA,"Dr. R. GRAAL TALIAWO, S.Sos., M.Si.",103783,1
Maluku Utara,MALUKU UTARA,"HIDAYAT M. SJAH, S.I.P., M.A.P.",95030,2
Maluku Utara,MALUKU UTARA,"Ir. NAMTO ROBA, S.H.",75689,3
Maluku Utara,MALUKU UTARA,"HASBY YUSUF, S.E.",73980,4
Maluku Utara,MALUKU UTARA,"NATALI DEFITA PASIMANJEKU, BIB",49547,5
Maluku Utara,MALUKU UTARA,MAKMURDIN MUS,49522,6
Maluku Utara,MALUKU UTARA,HELMI UMAR MUCHSIN,46353,7
Maluku Utara,MALUKU UTARA,"IKBAL HI. DJABID, S.E., M.M.",42675,8
Maluku Utara,MALUKU UTARA,ROSIANA SYARIF,36686,9
Maluku Utara,MALUKU UTARA,"SARKA ELADJOUW, S.E.",28636,10
Maluku Utara,MALUKU UTARA,"SAHRIN HAMID, S.H.",24913,11
Maluku Utara,MALUKU UTARA,"Dr. RIVAI UMAR, S.E., M.Si.",19674,12
Maluku Utara,MALUKU UTARA,"SUGENG CAHYONO, S.H., M.Si.",18369,13
Maluku Utara,MALUKU UTARA,"PRIVCO SEBASTIAN BITJOLI, S.H.",13449,14
Maluku Utara,MALUKU UTARA,"Dr. SUDJUD SIRADJUDDIN, S.H., M.H.",10656,15
Maluku Utara,MALUKU UTARA,"SAHRANI SOMADAYO, S.T., M.Si.",9767,16
Maluku Utara,MALUKU UTARA,"SALLU AJAM, S.E.",6544,17
Papua,PAPUA,"CAREL SIMON PETRUS SUEBU, S.E.",115036,1
Papua,PAPUA,"Pdt. DAVID HAROLD WAROMI, SM.Th.",98520,2
Papua,PAPUA,"REGINA MUABUAY, S.Pd.",70564,3
Papua,PAPUA,"LALITA, S.H.",52087,4
Papua,PAPUA,"HENOCK PURARO, S.Sos.",49807,5
Papua,PAPUA,DARUSSALAM DAMIR KS,47990,6
Papua,PAPUA,"H. MADDU MALLU, S.E.",43007,7
Papua,PAPUA,YAKONIAS WABRAR,41832,8
Papua,PAPUA,"H. KUMAR, S.Ag., S.H., M.H.",35460,9
Papua,PAPUA,"MOH EL BAHAR, S.E.",30664,10
Papua,PAPUA,NUR DAVID PERMANA,10064,11
Papua Barat,PAPUA BARAT,"LAMEK DOWANSIBA, A.Md.Par.",57973,1
Papua Barat,PAPUA BARAT,"Dr. FILEP WAMAFMA, S.H., M.Hum.",57482,2
Papua Barat,PAPUA BARAT,"ABDULLAH MANARAY, S.T.",39583,3
Papua Barat,PAPUA BARAT,"YANCE SAMONSABRA, S.H., M.Si.",31178,4
Papua Barat,PAPUA BARAT,"H. SUYANTO, S.H., M.Kn., M.H.",24578,5
Papua Barat,PAPUA BARAT,JEFERSON JEMI LIUNSANDA,21911,6
Papua Barat,PAPUA BARAT,"ADOLOF FONATABA, S.Pt.",20900,7
Papua Barat,PAPUA BARAT,"ZAKARIAS FENETIRUMA, S.Pd.",15296,8
Papua Barat,PAPUA BARAT,"SAMAD RUMALOLAS, S.Sos.",14717,9
Papua Barat,PAPUA BARAT,"RUDOLF ANTHONIUS TONDOK, S.Kom.",11818,10
Papua Barat,PAPUA BARAT,"WILLIAM ABRAHAM RAMAR, S.Pd.",9286,11
Papua Barat,PAPUA BARAT,"ISHAK MANDACAN, S.H.",0,12
Papua Selatan,PAPUA SELATAN,ADIB FUAD,44527,1
Papua Selatan,PAPUA SELATAN,"RUDY TIRTAYANA, S.E.",30711,2
Papua Selatan,PAPUA SELATAN,"FRITS TOBO WAKASU, S.PAK., S.H.",28224,3
Papua Selatan,PAPUA SELATAN,"SULARSO, S.E.",28130,4
Papua Selatan,PAPUA SELATAN,ANTO,26041,5
Papua Selatan,PAPUA SELATAN,"AGUSTA KURUWOP, S.Sos.",18151,6
Papua Selatan,PAPUA SELATAN,FRANSISKUS OHOIWUTUN,18054,7
Papua Selatan,PAPUA SELATAN,"SIMON PETRUS BALAGAISE, A.Md.Par.",17141,8
Papua Selatan,PAPUA SELATAN,"KRISANTO FRANSISKUS X. AGAWEMU, S.P.W.K.",16507,9
Papua Selatan,PAPUA SELATAN,"DAYANA, A.P.Par.",15747,10
Papua Selatan,PAPUA SELATAN,"Pdt. CARLES SIMARE MARE, S.Th., M.Si.",14401,11
Papua Selatan,PAPUA SELATAN,"MERRY GOBAY, S.E.",13189,12
Papua Selatan,PAPUA SELATAN,"URBANUS ALEU KAIZE, S.I.P., M.A.P.",9538,13
Papua Selatan,PAPUA SELATAN,"JANNERS JOKSAN NUSSY, S.H.",5502,14
Papua Selatan,PAPUA SELATAN,"MARSIA LEFTEUW, S.Sos.",4741,15
Papua Selatan,PAPUA SELATAN,LE ROY T. AGAKI,3969,16
Papua Selatan,PAPUA SELATAN,"YACOBUS DUWIRI, S.E., M.Si.",3704,17
Papua Tengah,PAPUA TENGAH,LIS TABUNI,246693,1
Papua Tengah,PAPUA TENGAH,YORRYS RAWEYAI,179828,2
Papua Tengah,PAPUA TENGAH,"EKA KRISTINA YEIMO, S.Pd., M.Si.",146004,3
Papua Tengah,PAPUA TENGAH,WILHELMUS PIGAI,139260,4
Papua Tengah,PAPUA TENGAH,"MICHAEL EDOWAI, S.I.Kom.",76573,5
Papua Tengah,PAPUA TENGAH,"YOSEPHINA PIGAI, S.Sos.",69713,6
Papua Tengah,PAPUA TENGAH,"WHENSLAUS TEBAY, S.HI.",56577,7
Papua Tengah,PAPUA TENGAH,"ARNOLD BENEDIKTUS KAYAME, S.H.",52378,8
Papua Tengah,PAPUA TENGAH,"JHONI UKAGO, S.Ak.",44878,9
Papua Tengah,PAPUA TENGAH,"HAM NAWIPA, S.Sos.",35641,10
Papua Tengah,PAPUA TENGAH,"SHANIA MONINGGA HINDOM, S.H.",34868,11
Papua Tengah,PAPUA TENGAH,"Pdt. RUBEN UAMANG, S.Th., MA.",33114,12
Papua Pegunungan,PAPUA PEGUNUNGAN,"ARIANTO KOGOYA, S.E.",341084,1
Papua Pegunungan,PAPUA PEGUNUNGAN,"NELSON WENDA, S.T.",219751,2
Papua Pegunungan,PAPUA PEGUNUNGAN,"MATIAS HELUKA, S.H., M.H.",200432,3
Papua Pegunungan,PAPUA PEGUNUNGAN,"SOPATER SAM, S.T.",171205,4
Papua Pegunungan,PAPUA PEGUNUNGAN,"EFALINA GULTOM, S.E., M.M.",82161,5
Papua Pegunungan,PAPUA PEGUNUNGAN,"MAITON GURIK, S.I.Kom., M.Sos.",79568,6
Papua Pegunungan,PAPUA PEGUNUNGAN,DESMON D. WANIMBO,67959,7
Papua Pegunungan,PAPUA PEGUNUNGAN,YAN PITERSON PAITON WONDA,50754,8
Papua Pegunungan,PAPUA PEGUNUNGAN,"DEMIUS SUB, S.E.",38402,9
Papua Pegunungan,PAPUA PEGUNUNGAN,"Drs. PAULUS YOHANES SUMINO, M.M.",30320,10
Papua Pegunungan,PAPUA PEGUNUNGAN,"TEPINUS WAROMAN, S. Pd.K.",23454,11
