province,province_raw,district,party_number,party_code,party_name,party_vote,candidate_number,candidate_name,candidate_vote,candidate_rank,candidate_rank_raw
Jawa Barat,JAWA BARAT,JAWA BARAT II,8,PKS,Partai Keadilan Sejahtera,88510,6,"Apt. Hj. CHAIRINI, S.Si.",16946,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,8,PKS,Partai Keadilan Sejahtera,88510,5,"Dr. H. DASEP KURNIA GUNARUDIN, S.H., M.M.",11520,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,8,PKS,Partai Keadilan Sejahtera,88510,8,"Dra. Hj. IRA DALILAH, M.A.P.",5778,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,8,PKS,Partai Keadilan Sejahtera,88510,7,"M. RIYADUL HAQ, S.Ars.",2779,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,8,PKS,Partai Keadilan Sejahtera,88510,9,Drs. IANG DARMAWAN,1360,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,1,BONA SIMANJUNTAK,751,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,2,"H. INDRA JUNJUNGAN NASUTION, S.H., M.M., M.Sc.",355,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,4,"ASEP YULIANTO, S.E.",270,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,3,NURCHAYATI,221,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,5,ANGGA ARIE WIBOWO,158,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,9,RUSLI,135,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,6,VERA AUGUSTIANY,129,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,7,M. HAIKAL RAZIB WIREJA,81,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,10,JOKO PRIADNO,64,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,9,PKN,Partai Kebangkitan Nusantara,2172,8,ESTIKAWATY REALITA,49,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,10,"Drs. H. D. HAFIZMAN, S.H.",493,0,
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,1,BENNY RHAMDANI,3921,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,2,DEDE GINANJAR PRISTIAWAN,1082,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,3,"LIA KUMALA DEWI, S.H., M.Kn.",530,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,5,DICKY RINALDHI,455,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,4,MUHAMMAD FEBYANTO ABISHA FADIL,455,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,7,SAMUEL JADI PARDOMUAN SIHITE,434,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,6,AJENG DINI NURHIDAYAH,399,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,9,SRI KOMALA,197,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,10,Hanura,Partai Hati Nurani Rakyat,3942,8,MOCHAMAD RAMDAN PERDANA,180,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,10,RIKA MELINDA,199,0,
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,1,WIDA HENDRAWATI,1391,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,2,ANGGI ADITIA SAPUTRA,687,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,5,DONI NUGRAHA KRISHBIE,531,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,4,SELA WIJAYA,413,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,3,MALKAN,383,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,6,SUKIRMAN,293,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,7,THARIQUL FALAH ANSHARY,200,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,8,TITA MARETHA,200,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,11,Garuda,Partai Garda Republik Indonesia,2666,9,RITA FITRIYANTI,127,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,1,"AHMAD NAJIB QODRATULLAH, S.E., M.H.",91769,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,2,JEJE RITCHIE ISMAIL,49738,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,7,YAYAN JATNIKA,17286,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,4,"ASEP SEHABUDIN, S.Ag.",8511,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,3,ELIS NURHAYATI,6979,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,10,"Brigjen. TNI (Purn.) YUSEP SUDRAJAT, S.I.P., M.Si.",5289,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,6,"LINA MARLINA SUSANA, S.Pd., M.E.Sy.",4770,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,5,DENI RUSDIANA,4353,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,8,AAM RAMA KUSUMAH,1181,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,12,PAN,Partai Amanat Nasional,52128,9,"SHANTIENA BIDURI FITRIANIE, S.T.Sn.",779,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,1,"RATNA JUITA YAKOEB, S.Ag.",2108,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,7,GUGUN GUNAWAN,874,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,2,Mursalin Dahlan,819,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,3,OSCAR COSA DILAPANGA,349,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,4,REPPY SOFTIWATI,304,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,5,NEFI FIRDAUS,228,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,13,PBB,Partai Bulan Bintang,3647,6,ERON NORMANDIA BACHSIN,84,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,1,Dr. DEDE YUSUF MACAN EFFENDI,210179,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,2,"Dr. Rudy G Bastari, S.T., S.H., M.M., M.Tax., M.Acc.",14209,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,4,"H. YUS RUSSAMSI AHMAD, S.H.",8546,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,3,"YETI HERYATI, S.H.",5227,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,5,"TEGUH PANJIREZA ROSENDRA, S.I.Kom.",3646,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,9,"LILIS MARYATI, S.Pd., M.Si.",2323,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,10,"H. M. SYAFARUDDIN MAHAPUTRA, S.T., M.T.",1915,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,6,WIDA SAADIAH,1773,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,7,Ir. M. WIRA UTAMA WP,1429,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,14,Demokrat,Partai Demokrat,56589,8,SUGENG WARAS,816,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,1,"Dr. H. BADARUDDIN A. P., S.T., M.M., M.A.P., M.T.",12568,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,3,"Dr. ANNA YULIANTI, S.H., M.Kn.",5552,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,2,KISENDA W.K.,5532,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,4,"BORIS ARUAN, S.E.",3322,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,8,DESMANJON PURBA,3186,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,5,"Ir. KAREL L. MANDAGIE, M.M.",2023,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,7,ARMY CHRISTIAN,1844,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,6,SYAFITRI WAHYUNI,1301,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,10,ANDREW SEPTIAN,1127,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,15,PSI,Partai Solidaritas Indonesia,40521,9,KRISDINA AGUSTIN,662,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,3,SITI TUTI SUSILAWATI,4256,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,1,"ABD. KHALIQ AHMAD, S.Pd.",2946,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,2,R. DEDEN SAMSUDIN SALEH,1721,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,7,"FREDERIKS STEPHANE, S.H., M.H.",962,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,5,"BAMBANG SUDIYONO, A.Md.",944,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,4,GIRRY PRATAMA,703,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,6,ASRIYATI,464,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,10,Ir. FAIZAL BANDRIAN ANWAR,452,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,9,"CAHYARINA AGUSTINA ASRI, S.H.",260,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,16,Perindo,Partai Perindo,8258,8,ADFIANDRI PRADIPTASARI,187,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,4,IBNU ATHOILLAH YUSUF,13627,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,2,H. RUHYAT NUGRAHA,11628,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,1,H. KOMARUDDIN THAHER,10512,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,5,Drs. K.H. ARIEF HIDAYAT,4541,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,7,UMAR ASSAQQAF,3230,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,3,SILVI RAHMALIA F.,2356,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,10,RIZWANSYAH,1849,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,9,SITI RUHMAYATI,1045,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,8,Dr. RACHMAT PARTASASMITA,957,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,6,IRMAYANTI,875,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,1,"ADE KHAERUDDIN, S.E.",2613,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,2,"ERWIN YUDHA PRANATA, S.H.",820,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,4,"SOLATUN, M.Si.",395,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,8,INDRASARI WAHYU BUDININGSIH,363,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,3,"SUSILOWATI, S.H.",341,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,10,TIKA NURTIKA SARI,326,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,5,FANIE MUFLIANI,228,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,6,HUSNI TAMRIN,211,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,7,DALMAWAN,190,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT II,24,Ummat,Partai Ummat,3673,9,MURJONO,168,10,X
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,1,"NENG EEM MARHAMAH ZULFA HIZ, S.Th.I., M.M.",49991,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,2,H. AHMAD ZENI KHOIRUZZAINI M.,25694,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,7,ARIFUL KHOLIQ ZAELANI,5972,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,4,SYAIFUDDIN,4637,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,3,"CAMELIA PANDUWINATA LUBIS, S.E., M.I.Kom.",4529,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,6,Dra. Hj. AI DARLIAH,4412,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,5,BAGUS KARYANEGARA,2269,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,8,"SITI NURLAILA, S.Par.",1600,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,9,Drs. OTONG ABDURRAHMAN,1073,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,3,KAMRUSSAMAD,70309,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,1,"Dr. Ir. Hj. ENDANG SETYAWATI THOHARI, DESS., M.Sc.",54833,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,2,IBNU ARIBOWO,26828,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,4,Ir. IRWAN ARDI HASMAN,17827,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,5,DERRY DRAJAT,10295,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,7,Ir. ARIA SULHAN WITOELAR,6858,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,9,ASEP RAHMAT KURNIA JAYA,2852,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,8,ANANDA NOVIOSSHAUMI EFENDI,2474,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,6,IIK HIKMAH,1916,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,8,H. MUHAMAD ABDUL AZIS SEFUDIN,97123,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,1,"DIAH PITALOKA, S.Sos., M.Si.",61555,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,2,"ARIEF RACHMAN, S.H.",30050,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,3,MOHAMMAD NURUZZAMAN,21511,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,4,Ir. YULISTIAN IMAM TARYUDI,4859,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,5,ANDRI SALEH AMARALD,4830,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,7,Ir. HUSDI KARYONO,3603,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,6,ISNUR YUHESTI,2818,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,9,KINTAN KUSUMA WARDHANI,1929,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,2,BUDHY SETIAWAN,74533,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,1,ILHAM PERMANA,61731,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,4,ISFHAN TAUFIK MUNGGARAN,39464,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,3,"MELLI DARSA, S.H., LL.M.",21874,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,7,EDI DARMA POHAN,14029,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,8,"FIRMAN MULYADI, S.H., M.H.",11435,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,5,TATANG ZAENUDIN,6648,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,6,"OSY MEIDY EFFENDI, S.Pd.",3650,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,9,"TITIK SURYANTI, S.E.",2933,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,5,ANANDA TOHPATI N. R.,24383,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,1,H. TJETJEP MUCHTAR SOLEH,21544,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,4,"Dr. Hj. MUNIFAH SYANWANI, M.Si.",15846,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,3,"MUHAMMAD TOHA, S.Ag., M.Pd.I.",12545,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,9,H. FATHURRAHMAN MAHFUDZ,10600,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,2,"INDIRA CHUNDA THITA S., S.E., M.M.",10515,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,7,ENDI CAHYADI,4911,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,6,"AHMAD RIFAI SUFTYADI, S.H., M.H.",1362,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,5,NasDem,Partai NasDem,28131,8,"Hj. VIVI ROVIANA, S.I.Kom.",1078,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,1,"Dr. H. Didi Suprijadi, M.M.",2533,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,2,Hanipah,882,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,3,"Roni Febrianto, S.T., M.Fil.",821,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,4,Suamintoyo,462,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,6,Siti Mutoliah,446,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,5,Jusri Panggabean,368,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,9,Dewi Susilawati,274,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,8,Saiful Bahri,222,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,6,Buruh,Partai Buruh,6533,7,Rohman,169,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,7,Gelora,Partai Gelombang Rakyat Indonesia,8809,1,ANANTO PRATIKNO,2583,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,7,Gelora,Partai Gelombang Rakyat Indonesia,8809,2,HENWIRA HALIM,1146,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,7,Gelora,Partai Gelombang Rakyat Indonesia,8809,3,NATASSYA TARA,771,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,2,H. ECKY AWAL MUCHARAM,109825,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,1,Dr. H. SUSWONO,53134,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,3,"SRI PANGESTI BUDI UTAMI, S.Pd., S.E., Ak., M.M.",10241,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,4,"H. SADAR MUSLIHAT, S.H.",8756,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,8,"CECEP AGAM NUGRAHA, S.H., M.Kn.",6658,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,5,"IRWAN GUNAWAN, S.P., M.M.",5675,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,7,"NAUFAL AL-QASSAM S., S.Akun.",4190,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,6,"ISMA AIDA, Lc., M.I.Kom.",3625,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,9,FITRI NINGSIH,1919,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,5,"DEDEN SUMIRAT, S.I.P., M.Si.",387,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,1,EMIRSYAH MHD. THARIQ,374,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,2,"HUMAR DANI, S.E., S.H., M.M., M.H.",322,3,III
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,9,ABDUL MUJIB PASDAK,197,4,IV
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,4,H. PRASETYO SUDRAJAT,189,5,V
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,3,"RUSDARTI EKAWATI, S.H.",142,6,VI
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,7,IRFAN TASRIL,75,7,VII
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,8,KIKI KURNIAWATI,68,8,VIII
Jawa Barat,JAWA BARAT,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,6,WINI APRIYANI H.,58,9,IX
Jawa Barat,JAWA BARAT,JAWA BARAT III,10,Hanura,Partai Hati Nurani Rakyat,1814,1,"RENNO PRAWIRA, S.E., M.S.M.",978,1,I
Jawa Barat,JAWA BARAT,JAWA BARAT III,10,Hanura,Partai Hati Nurani Rakyat,1814,3,"DIAH PITALOKA, S.H.",932,2,II
Jawa Barat,JAWA BARAT,JAWA BARAT III,10,Hanura,Partai Hati Nurani Rakyat,1814,4,IRMA IRAWATI,381,3,III
