province,province_raw,district,party_number,party_code,party_name,party_vote,candidate_number,candidate_name,candidate_vote,candidate_rank,candidate_rank_raw
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,5,NasDem,Partai NasDem,23284,4,"IMAM SUJANGI, S.Si., Apt.",2179,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,5,NasDem,Partai NasDem,23284,3,"DIECY, S.H.",1274,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,5,NasDem,Partai NasDem,23284,6,ENDANG RETNO UTAMI,1254,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,5,NasDem,Partai NasDem,23284,8,PUTRI PERMATA MAYANGSARI,808,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,5,NasDem,Partai NasDem,23284,7,MUHAJIRIN,605,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,1,Ali Fahmi,1686,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,2,"Achmad Novel, S.H.",864,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,3,Lusi Herdiana,649,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,4,Dadan,360,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,6,Diniwati,329,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,5,Ali La Ajila,305,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,7,Rio Ricky Perdana,243,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,8,Lesmiati,178,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,6,Buruh,Partai Buruh,4191,9,MUH. YUSUP ASGARA,177,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,1,GUNGUN GUNAWAN,2554,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,2,ENDANG SITI LESTARI,1838,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,3,IRWAN ABDUL MALIK MARWAN,736,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,4,GAN GAN GURNITA,494,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,7,FAHMI WARDHANA,470,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,5,TENI RACHMAWATI,325,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,7,Gelora,Partai Gelombang Rakyat Indonesia,6558,6,RESNA NURFITRIYANA,222,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,1,"Ir. H. MEMED SOSIAWAN, M.E.",29043,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,2,"Dr. NURKHOLIK, S.H., M.H.",4807,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,8,"ACHMAD SIHABUDIN ARBAI, S.E., Ak., CA.",2833,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,4,H. HARI PURNOMO,2503,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,3,RUMAWATI,2346,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,5,LINA RAHMAWATI,2074,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,9,MUJAHID,1884,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,6,Drs. H. MAHMUD YUNUS R.,1465,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,8,PKS,Partai Keadilan Sejahtera,19501,7,IZZA NAILA ZAHRO,1087,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,1,SRI MULYONO,1659,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,2,EKO PUGUH PRASETIJO,646,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,9,ZAINUL AS'ARI,539,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,4,MUHAMMAD THORIQ ALQODAR,264,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,3,NURBAITI,188,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,5,GILBERT UTAN,162,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,7,MAHENDRA YOGA PRAWIRA,103,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,8,IMELDA NOFITA,95,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,9,PKN,Partai Kebangkitan Nusantara,3128,6,ANDRIANI VIRLIANA ISMAIL,85,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,10,Hanura,Partai Hati Nurani Rakyat,4034,1,"SUBANI SURYO ATMOJO, S.P.",3690,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,10,Hanura,Partai Hati Nurani Rakyat,4034,2,Drs. PRASETYO,1052,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,10,Hanura,Partai Hati Nurani Rakyat,4034,3,"EVA ZULMI FIRMALASARI, S.Sos.",704,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,10,Hanura,Partai Hati Nurani Rakyat,4034,4,"MOKHAMAD TANWIRUL QULUB, S.Sos.",327,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,1,MUHAMMAD RAFI NURWAHYU,1226,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,2,"PRAYOGA SETYO PRABASWORO, S.H.",614,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,3,DEWI KHUMAIROH,510,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,5,KHOIRI,437,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,4,IMRON ALI SABANA,400,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,6,AULIA FARAHDINA PUTRI,250,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,7,MUHAMMAD MAFTUH,136,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,8,LAILATUL MAYANGSARI,127,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,11,Garuda,Partai Garda Republik Indonesia,2099,9,GEMA PANDU PANERUS,102,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,1,"Ir. AHMAD RIZKI SADIG, M.Si.",112443,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,2,KOLIFI YUNON,9564,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,4,"ERINA CAHYA DEWI, S.E.",6367,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,3,DEBBY HEDIYANTI,3598,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,5,ANDI RAHMEAN POHAN,2125,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,7,"SEPTIAN RIDWANSYAH, S.Kom.",1709,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,9,"IWAN SETIAWAN, S.E.",1462,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,6,HAYANU SHOFI,1243,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,12,PAN,Partai Amanat Nasional,33722,8,MAYYADA ALMASJHUR,1109,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,13,PBB,Partai Bulan Bintang,1475,1,ARMIN IRAWAN,898,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,13,PBB,Partai Bulan Bintang,1475,2,H. EDY PURWANTO,501,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,13,PBB,Partai Bulan Bintang,1475,3,BIAN AYU RAMADANI,172,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,13,PBB,Partai Bulan Bintang,1475,4,"SAKRI SEMBADA, S.T.",129,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,2,"Dr. H. M. ADI TOEGARISMAN, S.H., M.Hum.",49617,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,1,HARUN SULKAM,30174,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,3,Hj. SITI AISYAH M.R. SOEKARNO PUTRI,5462,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,4,ABDUL HAKAM,3032,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,5,"VERRY ACHMAD, S.H., M.H.",2952,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,7,SITI BADRIYAH,1879,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,6,ERTIN PRILAWATI,1060,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,8,MIFTAHUL JANNAH,866,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,14,Demokrat,Partai Demokrat,27013,9,CECEP MOHAMMAD YASIEN,724,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,1,AAN ROCHAYANTO,59926,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,5,NOVI KARTIKA,4613,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,2,ANES DWI PRASETYA,4565,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,3,HELIEN WIJAYANTI,4239,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,4,MUHAMMAD YUSUF IBRAHIM GASING,3773,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,7,MUHAMAD IBRAHIM,1272,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,9,Endah Pratiwi,1244,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,6,ADIAN NOFI KUMALASARI,671,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,15,PSI,Partai Solidaritas Indonesia,40662,8,ABDUS SALAM,287,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,1,"VENNA MELINDA, S.E.",13989,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,2,JEANNIE MARIA MONICA LATUMAHINA,1658,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,3,"KURNIAWAN INDIRA LESMANA, S.Sos.",645,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,4,ANDANA EKKY AULIA,338,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,5,RIO PUTRA PRATAMA,273,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,9,IWAN KURNIAWAN,257,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,6,PUTRI KURNIAWATI,223,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,7,RIA PUTRI HARIDA,173,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,16,Perindo,Partai Perindo,7152,8,MARENDRA,124,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,1,"Dr. Ir. SLAMET SOEDARSONO, MPP.",23708,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,2,MOHAMMAD AZIZI,19547,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,5,"H. MOCH SYAFIUDIN, S.E.",9946,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,9,MUCHAMAD MAKRUF,1782,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,3,"AIDA QOTHRIN NADA, S.H.",1594,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,7,A. SYAIKHUL HADI,1149,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,4,"MUH. RAMLI, S.Pd.I., M.Si.",1020,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,8,SITI SOFIAH,975,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,17,PPP,Partai Persatuan Pembangunan,10326,6,KHABIBATUL MUNAWAROH,622,9,IX
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,24,Ummat,Partai Ummat,3310,1,"HERRY POERNOMO, S.T.",2471,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,24,Ummat,Partai Ummat,3310,2,"EDY WIYONO, S.Kep., Ns.",970,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,24,Ummat,Partai Ummat,3310,3,"MEGAH SUPRATIWI, S.H.",517,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,24,Ummat,Partai Ummat,3310,5,ISSA TANTRI WINAHYU,493,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,24,Ummat,Partai Ummat,3310,6,HANS JANITRATAMA PUTRA,426,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VI,24,Ummat,Partai Ummat,3310,4,"H. SUPRANOTO PARMO, S.E.",336,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,1,H. A. IMAN SUKRI,119702,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,5,Drs. IBNU MULTAZAM,65594,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,2,"HADIQUN NUHA, S.S.",11874,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,3,SITI ZULAIKAH,10874,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,4,"M. SYAMSUL HUDA, S.Ag., M.Hum.",7272,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,7,AGUS INDRIAWAN,1889,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,8,"Dr. R. EDI SEWANDONO, S.H., M.H.",1761,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,1,PKB,Partai Kebangkitan Bangsa,66868,6,"EKY GANYTA TANZIILA, A.Md.Keb.",1141,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,1,Drs. SUPRIYANTO,72792,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,2,"Prof. Dr. H. M NOER SOETJIPTO, S.P., S.E., M.M., CIQnR.",39476,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,8,"MOHAMAT DWI SUNTORO, S.E.",28438,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,3,FRISKA AYU RACHMAWATI,9042,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,4,AHMAD RONY YUSTIANTO,5797,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,5,"ANDRI AGUS SETIAWAN, S.Pd.",3793,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,6,"VIKA MEILIASARI, S.Ak.",2562,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,2,Gerindra,Partai Gerakan Indonesia Raya,70070,7,HARISH NUR BASITH,1163,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,3,"NOVITA HARDINI, S.E.",148232,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,1,Ir. BUDI SULISTYONO ALIAS KANANG,115425,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,2,"JOHAN BUDI SAPTO PRIBOWO, S.T.",55176,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,4,MUHAMAD CHOIRUL AMRI,14483,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,5,Drs. MOCH. DHARWANTO,5860,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,6,ANIS SOLIKATUN,4723,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,8,"MULYANO, S.E., M.M.",3757,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93916,7,ISAAC MARCUS PATTIPEILOHY,2540,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,1,"Dr. ALI MUFTHI, S.Ag., M.Si.",76877,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,2,MUHAMMAD ALI RIDHA,44299,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,4,"MOHAMMAD ALIMIN, S.Sos., M.M.",36253,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,3,"BAYU WIKANARTININGSIH, S.E., M.Si.",5898,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,5,Ir. ZAINAL ASYIKIN ABBAS,2363,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,6,"UTAMI SULISTYANI, S.Sos., M.Sos.",1914,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,8,ERLINDA FITRIAWATI,1882,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,4,Golkar,Partai Golongan Karya,46929,7,"FADHLY, S.T.",1292,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,1,"Hj. SRI WAHYUNI, S.Sos.",81260,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,5,MUHAMMAD ZATA MAHARDIKA,6809,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,2,DJARNO,4242,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,3,AGUNG SUHARDI,2267,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,4,drg. RAHAYU KUSDARINI,1814,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,8,"DEBY HASTONO, S.P.",779,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,6,DWI SULISTIANTO,663,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,5,NasDem,Partai NasDem,24600,7,ISNANIYAH,626,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,1,SULISTYONO,1626,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,2,SOMADI,629,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,3,NURUL AMALIAH,428,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,4,SULTONI BAKHTIAR,250,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,6,SITI MUNAWAROH,234,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,8,ANIK PRAWATI,179,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,5,DWI ADI SUBAGIO,179,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,6,Buruh,Partai Buruh,3261,7,AGUNG PRASETYO,120,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,1,"H. AHMAD ZAINUDDIN, Lc., M.E.",13957,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,2,"SADIK, S.Pd.I., M.M.",3249,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,3,SULASTRI,1025,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,7,ABDULLAH MAS'UD AL AKHYARI,790,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,4,"SUPARTO LEGOWO, M.M.",611,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,6,YULIANA,400,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,7,Gelora,Partai Gelombang Rakyat Indonesia,11488,5,VANNY DESRIANTO PUTRI,358,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,2,"RIYONO, S.Kel., M.Si.",38525,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,4,Ir. MISBAHUL HUDA,34792,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,1,"H. M. AMHAR AZETH, S.H., M.M.",21438,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,8,"RANTALA SIKAYO, S.Sos.",8389,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,3,"DIAH KURNIAWATI, A.Md.Kep.",4713,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,5,"Drs. H. M. THOHA, M.Si.",3253,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,7,"RIRIS TRIASWATI, S.Pd.",1449,7,VII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,8,PKS,Partai Keadilan Sejahtera,29113,6,"NURUS SOLIKAH, S.E.",1382,8,VIII
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,1,BAMBANG SUROSO,308,1,I
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,2,TIARA WULANSARI,144,2,II
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,6,JOKO SANTOSO,73,3,III
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,3,FIDEL JEFTA IMANUEL NAFFIE,71,4,IV
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,4,NI KADEK MELINIA,63,5,V
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,7,RONI WIBOWO,53,6,VI
Jawa Timur,JAWA TIMUR,JAWA TIMUR VII,9,PKN,Partai Kebangkitan Nusantara,925,5,IRENEU HANJAN DA SILVA,48,7,VII
