province,district,party_number,party_code,party_name,party_vote,candidate_count,candidate_vote_total,total_votes,top_candidate_name,top_candidate_vote,top_candidate_vote_share,party_vote_share
Jawa Barat,JAWA BARAT II,16,Perindo,Partai Perindo,8258,10,12895,21153,SITI TUTI SUSILAWATI,4256,0.330050,0.390394
Jawa Barat,JAWA BARAT II,17,PPP,Partai Persatuan Pembangunan,17611,10,50620,68231,IBNU ATHOILLAH YUSUF,13627,0.269202,0.258108
Jawa Barat,JAWA BARAT II,24,Ummat,Partai Ummat,3673,10,5655,9328,"ADE KHAERUDDIN, S.E.",2613,0.462069,0.393761
Jawa Barat,JAWA BARAT III,1,PKB,Partai Kebangkitan Bangsa,55332,9,100177,155509,"NENG EEM MARHAMAH ZULFA HIZ, S.Th.I., M.M.",49991,0.499027,0.355812
Jawa Barat,JAWA BARAT III,2,Gerindra,Partai Gerakan Indonesia Raya,99010,9,194192,293202,KAMRUSSAMAD,70309,0.362059,0.337685
Jawa Barat,JAWA BARAT III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,60044,9,228278,288322,H. MUHAMAD ABDUL AZIS SEFUDIN,97123,0.425459,0.208253
Jawa Barat,JAWA BARAT III,4,Golkar,Partai Golongan Karya,73104,9,236297,309401,BUDHY SETIAWAN,74533,0.315421,0.236276
Jawa Barat,JAWA BARAT III,5,NasDem,Partai NasDem,28131,9,102784,130915,ANANDA TOHPATI N. R.,24383,0.237226,0.214880
Jawa Barat,JAWA BARAT III,6,Buruh,Partai Buruh,6533,9,6177,12710,"Dr. H. Didi Suprijadi, M.M.",2533,0.410070,0.514005
Jawa Barat,JAWA BARAT III,7,Gelora,Partai Gelombang Rakyat Indonesia,8809,3,4500,13309,ANANTO PRATIKNO,2583,0.574000,0.661883
Jawa Barat,JAWA BARAT III,8,PKS,Partai Keadilan Sejahtera,65229,9,204023,269252,H. ECKY AWAL MUCHARAM,109825,0.538297,0.242260
Jawa Barat,JAWA BARAT III,9,PKN,Partai Kebangkitan Nusantara,1794,9,1812,3606,"DEDEN SUMIRAT, S.I.P., M.Si.",387,0.213576,0.497504
Jawa Barat,JAWA BARAT III,10,Hanura,Partai Hati Nurani Rakyat,1814,8,3377,5191,"RENNO PRAWIRA, S.E., M.S.M.",978,0.289606,0.349451
Jawa Barat,JAWA BARAT III,11,Garuda,Partai Garda Republik Indonesia,1460,9,2118,3578,DALILAH,558,0.263456,0.408049
Jawa Barat,JAWA BARAT III,12,PAN,Partai Amanat Nasional,26227,9,115956,142183,H. EDDY SOEPARNO,66703,0.575244,0.184459
Jawa Barat,JAWA BARAT III,13,PBB,Partai Bulan Bintang,2180,9,3355,5535,"HAMIDAH YACOUB, B.A.",907,0.270343,0.393857
Jawa Barat,JAWA BARAT III,14,Demokrat,Partai Demokrat,26504,9,59710,86214,Prof. Dr. H. Sjarifuddin Hasan,29484,0.493787,0.307421
Jawa Barat,JAWA BARAT III,15,PSI,Partai Solidaritas Indonesia,16709,9,30438,47147,ANDIKA ABDILLAH SOERIA SAPARDI ROSADI,10709,0.351830,0.354402
Jawa Barat,JAWA BARAT III,16,Perindo,Partai Perindo,4489,9,8094,12583,Dr. H. DJONI ROLINDRAWAN,2740,0.338522,0.356751
Jawa Barat,JAWA BARAT III,17,PPP,Partai Persatuan Pembangunan,13420,9,58746,72166,R FATHAN KAMIL,29836,0.507881,0.185960
Jawa Barat,JAWA BARAT III,24,Ummat,Partai Ummat,3007,9,4892,7899,"Hj. FITRIAH ABDUL AZIS, S.Sos.",1298,0.265331,0.380681
Jawa Barat,JAWA BARAT IV,1,PKB,Partai Kebangkitan Bangsa,57583,6,134296,191879,ZAINUL MUNASICHIN,63780,0.474921,0.300101
Jawa Barat,JAWA BARAT IV,2,Gerindra,Partai Gerakan Indonesia Raya,85556,6,197246,282802,HERI GUNAWAN,91748,0.465145,0.302530
Jawa Barat,JAWA BARAT IV,3,PDIP,Partai Demokrasi Indonesia Perjuangan,35269,6,73086,108355,"dr. RIBKA TJIPTANING P., AAK.",39229,0.536751,0.325495
Jawa Barat,JAWA BARAT IV,4,Golkar,Partai Golongan Karya,56689,6,180260,236949,"Hj. DEWI ASMARA, S.H., M.H.",123216,0.683546,0.239246
Jawa Barat,JAWA BARAT IV,5,NasDem,Partai NasDem,20353,6,85232,105585,H. AYEP ZAKI,40729,0.477860,0.192764
Jawa Barat,JAWA BARAT IV,6,Buruh,Partai Buruh,3384,6,3651,7035,Dr. Hasian Hamonangan Manik,1613,0.441797,0.481023
Jawa Barat,JAWA BARAT IV,7,Gelora,Partai Gelombang Rakyat Indonesia,6531,4,7388,13919,"Dr. SARAH HANDAYANI, S.K.M., M.Kes.",4959,0.671224,0.469215
Jawa Barat,JAWA BARAT IV,8,PKS,Partai Keadilan Sejahtera,43767,6,173528,217295,drh. SLAMET,64044,0.369070,0.201417
Jawa Barat,JAWA BARAT IV,9,PKN,Partai Kebangkitan Nusantara,919,6,968,1887,ADE HERTINAH,300,0.309917,0.487016
Jawa Barat,JAWA BARAT IV,10,Hanura,Partai Hati Nurani Rakyat,1827,3,2345,4172,HENGKI IRAWAN,1157,0.493390,0.437919
Jawa Barat,JAWA BARAT IV,11,Garuda,Partai Garda Republik Indonesia,1752,6,2018,3770,YE HAMJA ALHAMID,882,0.437066,0.464721
Jawa Barat,JAWA BARAT IV,12,PAN,Partai Amanat Nasional,18267,6,94162,112429,"DESY RATNASARI, M.Si., M.Psi.",78306,0.831609,0.162476
Jawa Barat,JAWA BARAT IV,13,PBB,Partai Bulan Bintang,2106,6,3411,5517,"Saleh Hidayat, S.H.",1617,0.474055,0.381729
Jawa Barat,JAWA BARAT IV,14,Demokrat,Partai Demokrat,24107,6,115318,139425,"IMAN ADINUGRAHA, S.E., Akt.",67885,0.588677,0.172903
Jawa Barat,JAWA BARAT IV,15,PSI,Partai Solidaritas Indonesia,7636,6,5688,13324,JHONI INDRA KARTIKA P.,2431,0.427391,0.573101
Jawa Barat,JAWA BARAT IV,16,Perindo,Partai Perindo,4274,6,5900,10174,RITA IRAWATI PRIATNA,2280,0.386441,0.420090
Jawa Barat,JAWA BARAT IV,17,PPP,Partai Persatuan Pembangunan,19163,6,74366,93529,BUDI IRAWAN,51632,0.694296,0.204888
Jawa Barat,JAWA BARAT IV,24,Ummat,Partai Ummat,1923,6,2598,4521,"dr. H. TAUFAN BUDI SETYOLAKSONO, Sp.BS.",1371,0.527714,0.425348
Jawa Barat,JAWA BARAT IX,1,PKB,Partai Kebangkitan Bangsa,56226,8,144318,200544,"K.H. MAMAN IMANUL HAQ, M.M.",60886,0.421888,0.280367
Jawa Barat,JAWA BARAT IX,2,Gerindra,Partai Gerakan Indonesia Raya,117276,8,203527,320803,"Dr. H. JEFRY ROMDONNY, S.E., S.Sos., M.Si., M.M.",98290,0.482933,0.365570
Jawa Barat,JAWA BARAT IX,3,PDIP,Partai Demokrasi Indonesia Perjuangan,82432,8,236620,319052,"Dr. H. HASANUDDIN, S.E., M.M.",79525,0.336087,0.258365
Jawa Barat,JAWA BARAT IX,4,Golkar,Partai Golongan Karya,96513,8,354029,450542,"ELITA BUDIATI, S.K.M., M.Si.",96498,0.272571,0.214215
Jawa Barat,JAWA BARAT IX,5,NasDem,Partai NasDem,16181,8,100577,116758,"UJANG BEY, S.I.P., M.I.P.",31546,0.313650,0.138586
Jawa Barat,JAWA BARAT IX,6,Buruh,Partai Buruh,8030,8,8661,16691,"LUTHANO HARRY BUDYANTO, S.E., Ak.",3141,0.362660,0.481098
Jawa Barat,JAWA BARAT IX,7,Gelora,Partai Gelombang Rakyat Indonesia,10395,4,6065,16460,"H. IRWAN ABU BAKAR, S.Si., M.M.",3418,0.563561,0.631531
Jawa Barat,JAWA BARAT IX,8,PKS,Partai Keadilan Sejahtera,58947,8,215804,274751,Ir. H. ATENG SUTISNA,81286,0.376666,0.214547
Jawa Barat,JAWA BARAT IX,9,PKN,Partai Kebangkitan Nusantara,1016,8,1547,2563,LINDA LESTARI,534,0.345184,0.396410
Jawa Barat,JAWA BARAT IX,10,Hanura,Partai Hati Nurani Rakyat,2312,6,2943,5255,Ir. ERWIN HADIYANTO,956,0.324839,0.439962
Jawa Barat,JAWA BARAT IX,11,Garuda,Partai Garda Republik Indonesia,2097,7,2925,5022,"NOVI ANGGRAINI, S.H.",769,0.262906,0.417563
Jawa Barat,JAWA BARAT IX,12,PAN,Partai Amanat Nasional,34460,8,195405,229865,"FARAH PUTERI NAHLIA, B.A., M.Sc.",146014,0.747238,0.149914
Jawa Barat,JAWA BARAT IX,13,PBB,Partai Bulan Bintang,2178,4,2086,4264,Ir. MULYADI,1332,0.638543,0.510788
Jawa Barat,JAWA BARAT IX,14,Demokrat,Partai Demokrat,24318,8,77273,101591,"Linda Megawati, S.E., M.Si.",35687,0.461830,0.239372
Jawa Barat,JAWA BARAT IX,15,PSI,Partai Solidaritas Indonesia,12044,8,20226,32270,HADI M. MUSA SAID,12196,0.602986,0.373226
Jawa Barat,JAWA BARAT IX,16,Perindo,Partai Perindo,4246,8,11579,15825,AA ONI SUWARMAN,8330,0.719406,0.268310
Jawa Barat,JAWA BARAT IX,17,PPP,Partai Persatuan Pembangunan,30055,8,145427,175482,PEPEP SAEPUL HIDAYAT,110573,0.760333,0.171271
Jawa Barat,JAWA BARAT IX,24,Ummat,Partai Ummat,3080,8,3310,6390,Ir. H. ASMARA,1131,0.341692,0.482003
Jawa Barat,JAWA BARAT V,1,PKB,Partai Kebangkitan Bangsa,91487,9,162145,253632,TOMMY KURNIAWAN,100656,0.620778,0.360708
Jawa Barat,JAWA BARAT V,2,Gerindra,Partai Gerakan Indonesia Raya,196706,9,343297,540003,"Dr. H. FADLI ZON, S.S., M.Sc.",149258,0.434778,0.364268
Jawa Barat,JAWA BARAT V,3,PDIP,Partai Demokrasi Indonesia Perjuangan,73657,9,172020,245677,"ADIAN Y. Y. NAPITUPULU, S.H.",87288,0.507429,0.299812
Jawa Barat,JAWA BARAT V,4,Golkar,Partai Golongan Karya,117413,9,321295,438708,"RAVINDRA AIRLANGGA, M.S.",152168,0.473608,0.267634
Jawa Barat,JAWA BARAT V,5,NasDem,Partai NasDem,43335,9,156441,199776,ASEP WAHYUWIJAYA,63902,0.408473,0.216918
Jawa Barat,JAWA BARAT V,6,Buruh,Partai Buruh,12325,9,14174,26499,Agus Supriyadi,5719,0.403485,0.465112
Jawa Barat,JAWA BARAT V,7,Gelora,Partai Gelombang Rakyat Indonesia,11978,9,20068,32046,Hj. HISAN ANIS MATTA,10489,0.522673,0.373775
Jawa Barat,JAWA BARAT V,8,PKS,Partai Keadilan Sejahtera,118574,9,245405,363979,"drh. H. ACHMAD RU'YAT, M.Si.",92775,0.378049,0.325772
Jawa Barat,JAWA BARAT V,9,PKN,Partai Kebangkitan Nusantara,4108,9,2263,6371,Dr. H. LUKMAN MALANUANG,776,0.342908,0.644797
Jawa Barat,JAWA BARAT V,10,Hanura,Partai Hati Nurani Rakyat,6568,8,7138,13706,"HALIM SHAHAB, S.H., M.B.A.",2997,0.419866,0.479206
Jawa Barat,JAWA BARAT V,11,Garuda,Partai Garda Republik Indonesia,3654,8,4633,8287,IHSAN JAUHARI,1298,0.280164,0.440932
Jawa Barat,JAWA BARAT V,12,PAN,Partai Amanat Nasional,51203,9,177529,228732,"Primus Yustisio, S.E., M.A.P.",128892,0.726033,0.223856
Jawa Barat,JAWA BARAT V,13,PBB,Partai Bulan Bintang,5630,9,6964,12594,Ir. AFRIANSYAH NOOR,3142,0.451177,0.447038
Jawa Barat,JAWA BARAT V,14,Demokrat,Partai Demokrat,61661,9,117019,178680,"H. Anton Sukartono Suratto, M.Si.",58033,0.495928,0.345092
Jawa Barat,JAWA BARAT V,15,PSI,Partai Solidaritas Indonesia,34931,9,66355,101286,RONALD ARISTONE SINAGA,23619,0.355949,0.344875
Jawa Barat,JAWA BARAT V,16,Perindo,Partai Perindo,11640,9,26594,38234,"EVA MUTIA, S.Sos.",15519,0.583553,0.304441
Jawa Barat,JAWA BARAT V,17,PPP,Partai Persatuan Pembangunan,42064,9,126899,168963,"ELLY RACHMAT YASIN, S.M.",99546,0.784451,0.248954
Jawa Barat,JAWA BARAT V,24,Ummat,Partai Ummat,5494,9,8223,13717,ANSUFRI ID SAMBO,2388,0.290405,0.400525
Jawa Barat,JAWA BARAT VI,1,PKB,Partai Kebangkitan Bangsa,54402,6,171095,225497,"H. SUDJATMIKO, S.T.",135241,0.790444,0.241254
Jawa Barat,JAWA BARAT VI,2,Gerindra,Partai Gerakan Indonesia Raya,101389,6,167128,268517,Ir. H. NUROJI,74878,0.448028,0.377589
Jawa Barat,JAWA BARAT VI,3,PDIP,Partai Demokrasi Indonesia Perjuangan,77767,6,180271,258038,"SUKUR H. NABABAN, S.T.",111793,0.620139,0.301378
Jawa Barat,JAWA BARAT VI,4,Golkar,Partai Golongan Karya,64708,6,356644,421352,RANNY FAHD ARAFIQ,177508,0.497718,0.153572
Jawa Barat,JAWA BARAT VI,5,NasDem,Partai NasDem,27262,6,97042,124304,IDRIS SANDIYA,43308,0.446281,0.219317
Jawa Barat,JAWA BARAT VI,6,Buruh,Partai Buruh,15578,6,16847,32425,Furqon,5375,0.319048,0.480432
Jawa Barat,JAWA BARAT VI,7,Gelora,Partai Gelombang Rakyat Indonesia,5124,6,14411,19535,TB. DEDY MI'ING GUMELAR,7414,0.514468,0.262298
Jawa Barat,JAWA BARAT VI,8,PKS,Partai Keadilan Sejahtera,161973,6,376262,538235,"MAHFUDZ ABDURRAHMAN, S.Sos.",118727,0.315543,0.300934
Jawa Barat,JAWA BARAT VI,9,PKN,Partai Kebangkitan Nusantara,1570,6,3421,4991,"DIAN FARIZKA, S.H., M.H.",1663,0.486115,0.314566
Jawa Barat,JAWA BARAT VI,10,Hanura,Partai Hati Nurani Rakyat,1756,6,3614,5370,"Ir. TOGAR SIMANJUNTAK, S.H.",1176,0.325401,0.327002
Jawa Barat,JAWA BARAT VI,11,Garuda,Partai Garda Republik Indonesia,1995,6,2706,4701,"CUT AVIYANTI, S.E., M.M.",990,0.365854,0.424378
Jawa Barat,JAWA BARAT VI,12,PAN,Partai Amanat Nasional,30840,6,137797,168637,"Hj. INTAN FAUZI, S.H., LL.M.",93447,0.678150,0.182878
Jawa Barat,JAWA BARAT VI,13,PBB,Partai Bulan Bintang,2155,6,3717,5872,"RANDY BAGASYUDHA, S.Psi., M.I.P.",1301,0.350013,0.366996
Jawa Barat,JAWA BARAT VI,14,Demokrat,Partai Demokrat,35091,6,96895,131986,"SIGIT RADITYA, M.I.S., M.A.",44342,0.457629,0.265869
Jawa Barat,JAWA BARAT VI,15,PSI,Partai Solidaritas Indonesia,50299,6,75006,125305,SUSY RIZKY WIYANTINI,27302,0.363998,0.401413
Jawa Barat,JAWA BARAT VI,16,Perindo,Partai Perindo,8399,6,21447,29846,VICKY PRASETYO,12735,0.593789,0.281411
Jawa Barat,JAWA BARAT VI,17,PPP,Partai Persatuan Pembangunan,15900,6,20846,36746,ADITYA HERPAVI RACHMAN,7669,0.367888,0.432700
Jawa Barat,JAWA BARAT VI,24,Ummat,Partai Ummat,6355,6,10781,17136,"Dra. EUIS FETY FATAYATY, M.Si.",4570,0.423894,0.370857
Jawa Barat,JAWA BARAT VII,1,PKB,Partai Kebangkitan Bangsa,85715,10,144850,230565,SYAIFUL HUDA,82391,0.568802,0.371761
Jawa Barat,JAWA BARAT VII,2,Gerindra,Partai Gerakan Indonesia Raya,187384,10,603354,790738,"H. DEDI MULYADI, S.H.",375658,0.622616,0.236974
Jawa Barat,JAWA BARAT VII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,79878,10,280416,360294,Dr. RIEKE DIAH PITALOKA,94201,0.335933,0.221702
Jawa Barat,JAWA BARAT VII,4,Golkar,Partai Golongan Karya,109068,10,340367,449435,PUTERI KOMARUDIN,142046,0.417332,0.242678
Jawa Barat,JAWA BARAT VII,5,NasDem,Partai NasDem,48500,10,180466,228966,SAAN MUSTOPA,74695,0.413901,0.211822
Jawa Barat,JAWA BARAT VII,6,Buruh,Partai Buruh,30512,10,69544,100056,"Abdul Bais, S.E.",36980,0.531750,0.304949
Jawa Barat,JAWA BARAT VII,7,Gelora,Partai Gelombang Rakyat Indonesia,15760,3,11726,27486,H. ACHMAD ZAIROFI,8686,0.740747,0.573383
Jawa Barat,JAWA BARAT VII,8,PKS,Partai Keadilan Sejahtera,104435,10,337462,441897,AHMAD SYAIKHU,165976,0.491836,0.236333
Jawa Barat,JAWA BARAT VII,9,PKN,Partai Kebangkitan Nusantara,2536,9,2433,4969,YUYUN KURNIAWATI,830,0.341143,0.510364
Jawa Barat,JAWA BARAT VII,10,Hanura,Partai Hati Nurani Rakyat,4619,10,6786,11405,Drs. BERNY TAMARA,2388,0.351901,0.404998
Jawa Barat,JAWA BARAT VII,11,Garuda,Partai Garda Republik Indonesia,3653,10,5126,8779,MUHAMMAD FAIZ ROZI,1658,0.323449,0.416107
Jawa Barat,JAWA BARAT VII,12,PAN,Partai Amanat Nasional,38147,10,185607,223754,VERRELL BRAMASTA,94810,0.510810,0.170486
Jawa Barat,JAWA BARAT VII,13,PBB,Partai Bulan Bintang,7324,9,9976,17300,Ir. SYAIFUDIN,4576,0.458701,0.423353
Jawa Barat,JAWA BARAT VII,14,Demokrat,Partai Demokrat,60262,10,279110,339372,dr. Hj. CELLICA NURRACHADIANA,152084,0.544889,0.177569
Jawa Barat,JAWA BARAT VII,15,PSI,Partai Solidaritas Indonesia,58605,10,50374,108979,"Dr. H. RA. MUNAWAR FUAD, S.Ag., M.Ag.",23031,0.457200,0.537764
Jawa Barat,JAWA BARAT VII,16,Perindo,Partai Perindo,12256,10,21410,33666,"ALDI TAHER, S.E.",6798,0.317515,0.364047
Jawa Barat,JAWA BARAT VII,17,PPP,Partai Persatuan Pembangunan,17323,10,67001,84324,H. CECEP NOOR,32877,0.490694,0.205434
Jawa Barat,JAWA BARAT VII,24,Ummat,Partai Ummat,5506,9,7523,13029,"MUHAMMAD YUNTRI, S.H., M.H.",1977,0.262794,0.422596
Jawa Barat,JAWA BARAT VIII,1,PKB,Partai Kebangkitan Bangsa,71900,9,219799,291699,H. DEDI WAHIDI,88462,0.402468,0.246487
Jawa Barat,JAWA BARAT VIII,2,Gerindra,Partai Gerakan Indonesia Raya,103611,9,189170,292781,KARDAYA WARNIKA,64425,0.340567,0.353886
Jawa Barat,JAWA BARAT VIII,3,PDIP,Partai Demokrasi Indonesia Perjuangan,99050,9,320352,419402,"Prof. Dr. Ir. H. ROKHMIN DAHURI, M.S.",94081,0.293680,0.236170
Jawa Barat,JAWA BARAT VIII,4,Golkar,Partai Golongan Karya,87322,9,335417,422739,"H. DANIEL MUTAQIEN SYAFIUDDIN, S.T.",89357,0.266406,0.206562
Jawa Barat,JAWA BARAT VIII,5,NasDem,Partai NasDem,29858,9,135426,165284,"SATORI, S.Pd.I., M.M.",70708,0.522115,0.180647
Jawa Barat,JAWA BARAT VIII,6,Buruh,Partai Buruh,8605,9,8260,16865,Nani Kusmaeni,3052,0.369492,0.510228
Jawa Barat,JAWA BARAT VIII,7,Gelora,Partai Gelombang Rakyat Indonesia,12570,3,13835,26405,MAHFUZ SIDIK,7326,0.529527,0.476046
Jawa Barat,JAWA BARAT VIII,8,PKS,Partai Keadilan Sejahtera,36223,9,120121,156344,"Dr. Hj. NETTY PRASETIYANI, M.Si.",67263,0.559960,0.231688
Jawa Barat,JAWA BARAT VIII,9,PKN,Partai Kebangkitan Nusantara,2348,9,1628,3976,DELIF SUBEKI,334,0.205160,0.590543
Jawa Barat,JAWA BARAT VIII,10,Hanura,Partai Hati Nurani Rakyat,5700,9,16309,22009,"Dr. K.H. ARWANI SYAEROZI, Lc., M.A.",11942,0.732234,0.258985
Jawa Barat,JAWA BARAT VIII,11,Garuda,Partai Garda Republik Indonesia,1841,7,2781,4622,"HENDRA PURWANTO, S.H.",971,0.349155,0.398312
Jawa Barat,JAWA BARAT VIII,12,PAN,Partai Amanat Nasional,16344,9,98905,115249,ABAH QOMAR,44759,0.452545,0.141815
Jawa Barat,JAWA BARAT VIII,13,PBB,Partai Bulan Bintang,1388,8,1867,3255,"TEGUH RIYANTO, S.H.",601,0.321907,0.426421
Jawa Barat,JAWA BARAT VIII,14,Demokrat,Partai Demokrat,31138,9,115443,146581,"Dr. Ir. H. E. Herman Khaeron, M.Si.",78033,0.675944,0.212429
Jawa Barat,JAWA BARAT VIII,15,PSI,Partai Solidaritas Indonesia,34802,9,55514,90316,"AGUS MULYONO HERLAMBANG, S.S.",31515,0.567695,0.385336
Jawa Barat,JAWA BARAT VIII,16,Perindo,Partai Perindo,8861,9,15885,24746,"H. Y. HUSEN IBRAHIM, S.H.",8739,0.550142,0.358078
Jawa Barat,JAWA BARAT VIII,17,PPP,Partai Persatuan Pembangunan,11361,9,84439,95800,MUHAMMAD SHOFY,41174,0.487618,0.118591
Jawa Barat,JAWA BARAT VIII,24,Ummat,Partai Ummat,2096,9,2618,4714,T.A.RAHMAN ALBA,760,0.290298,0.444633
Jawa Barat,JAWA BARAT X,1,PKB,Partai Kebangkitan Bangsa,47755,7,156471,204226,"RINA SA'ADAH, Lc., M.Si.",59992,0.383407,0.233834
Jawa Barat,JAWA BARAT X,2,Gerindra,Partai Gerakan Indonesia Raya,65426,7,217647,283073,"H. ROKHMAT ARDIYAN, M.M.",104307,0.479249,0.231128
Jawa Barat,JAWA BARAT X,3,PDIP,Partai Demokrasi Indonesia Perjuangan,66407,7,222248,288655,Hj. IDA NURLAELA WIRADINATA,64040,0.288147,0.230057
Jawa Barat,JAWA BARAT X,4,Golkar,Partai Golongan Karya,46394,7,179909,226303,"Dr.Tr. AGUN GUNANDJAR S, Bc.I.P., M.Si.",61935,0.344257,0.205008
Jawa Barat,JAWA BARAT X,5,NasDem,Partai NasDem,23731,7,95627,119358,"Dr. SHOHIBUL IMAM, CA., CPA.",56776,0.593724,0.198822
Jawa Barat,JAWA BARAT X,6,Buruh,Partai Buruh,3774,7,4062,7836,SLAMET ABADI,1421,0.349828,0.481623
Jawa Barat,JAWA BARAT X,7,Gelora,Partai Gelombang Rakyat Indonesia,6136,3,4644,10780,HUDZAIFAH MUHIBULLAH,2965,0.638458,0.569202
Jawa Barat,JAWA BARAT X,8,PKS,Partai Keadilan Sejahtera,48462,7,133116,181578,"Dr. K.H. SURAHMAN HIDAYAT, Lc., M.A.",71497,0.537103,0.266894
Jawa Barat,JAWA BARAT X,9,PKN,Partai Kebangkitan Nusantara,1096,7,1209,2305,DIDI WIRATA DIRJA,341,0.282051,0.475488
Jawa Barat,JAWA BARAT X,10,Hanura,Partai Hati Nurani Rakyat,1766,5,2637,4403,Drs. SUDRAJAT,1476,0.559727,0.401090
Jawa Barat,JAWA BARAT X,11,Garuda,Partai Garda Republik Indonesia,1377,7,1990,3367,CHOIRUL UMAM,692,0.347739,0.408969
Jawa Barat,JAWA BARAT X,12,PAN,Partai Amanat Nasional,24201,7,95288,119489,Ir. H. HERRY DERMAWAN,47460,0.498069,0.202537
Jawa Barat,JAWA BARAT X,13,PBB,Partai Bulan Bintang,2823,6,2752,5575,MAHDI PANA,1037,0.376817,0.506368
Jawa Barat,JAWA BARAT X,14,Demokrat,Partai Demokrat,18059,7,80195,98254,"H. Didi Irawadi Syamsuddin, S.H.",43584,0.543475,0.183799
Jawa Barat,JAWA BARAT X,15,PSI,Partai Solidaritas Indonesia,9133,7,11290,20423,"FREDI DARMAWAN, S.E.",5401,0.478388,0.447192
Jawa Barat,JAWA BARAT X,16,Perindo,Partai Perindo,2815,7,4390,7205,ROFIK HIKMAYANA,2189,0.498633,0.390701
Jawa Barat,JAWA BARAT X,17,PPP,Partai Persatuan Pembangunan,17057,7,95135,112192,K.H. ASEP A. MAOSHUL AFFANDY,46179,0.485405,0.152034
Jawa Barat,JAWA BARAT X,24,Ummat,Partai Ummat,1643,7,3648,5291,"Dra. Hj. NINA MARDIANA, M.Ed.",1725,0.472862,0.310527
Jawa Barat,JAWA BARAT XI,1,PKB,Partai Kebangkitan Bangsa,96091,10,372210,468301,"IMAS AAN UBUDIAH, S.Pd.I.",126813,0.340703,0.205191
Jawa Barat,JAWA BARAT XI,2,Gerindra,Partai Gerakan Indonesia Raya,132351,10,380931,513282,"MUHAMMAD HUSEIN FADLULLOH, B.Bus., M.M., M.B.A.",188083,0.493746,0.257852
Jawa Barat,JAWA BARAT XI,3,PDIP,Partai Demokrasi Indonesia Perjuangan,69191,10,197098,266289,"DONY MARYADI OEKON, S.T.",97925,0.496834,0.259834
Jawa Barat,JAWA BARAT XI,4,Golkar,Partai Golongan Karya,88197,10,384896,473093,"ADE GINANJAR, S.Sos.",216938,0.563628,0.186426
Jawa Barat,JAWA BARAT XI,5,NasDem,Partai NasDem,29815,10,119938,149753,LOLA NELRIA OKTAVIA,48097,0.401016,0.199095
Jawa Barat,JAWA BARAT XI,6,Buruh,Partai Buruh,7759,10,7736,15495,ANIE AFIANA,2611,0.337513,0.500742
Jawa Barat,JAWA BARAT XI,7,Gelora,Partai Gelombang Rakyat Indonesia,11215,4,8352,19567,"R. AKHMAD YANI SAEFUDDIN, S.SiT.",4890,0.585489,0.573159
Jawa Barat,JAWA BARAT XI,8,PKS,Partai Keadilan Sejahtera,75289,10,228895,304184,"H. MOHAMAD SOHIBUL IMAN, M.Sc., Ph.D.",76661,0.334918,0.247511
Jawa Barat,JAWA BARAT XI,9,PKN,Partai Kebangkitan Nusantara,1974,9,1756,3730,DIAH PRASTIWI ANDAYANI,491,0.279613,0.529223
Jawa Barat,JAWA BARAT XI,10,Hanura,Partai Hati Nurani Rakyat,3241,9,8131,11372,RANI PERMAYANI,2843,0.349649,0.284998
Jawa Barat,JAWA BARAT XI,11,Garuda,Partai Garda Republik Indonesia,2767,10,5635,8402,ASEP SOLEHUDIN,2244,0.398225,0.329326
Jawa Barat,JAWA BARAT XI,12,PAN,Partai Amanat Nasional,40343,10,170746,211089,"MUHAMMAD HOERUDIN AMIN, S.Ag., M.H.",85917,0.503186,0.191118
Jawa Barat,JAWA BARAT XI,13,PBB,Partai Bulan Bintang,5950,10,10000,15950,"K.H. AMIN BUNYAMIN, S.Pd.I.",3371,0.337100,0.373041
Jawa Barat,JAWA BARAT XI,14,Demokrat,Partai Demokrat,36261,10,83009,119270,"Dr. Siti Mufattahah, S.Psi., M.B.A.",44285,0.533496,0.304024
Jawa Barat,JAWA BARAT XI,15,PSI,Partai Solidaritas Indonesia,23814,10,16212,40026,"IMAM FATONI EFFENDI, S.I.P.",7200,0.444115,0.594963
Jawa Barat,JAWA BARAT XI,16,Perindo,Partai Perindo,6875,10,12691,19566,"Brigjen. TNI (Purn.) UMAR SANUSI, S.Sos., M.Si.",5679,0.447482,0.351375
Jawa Barat,JAWA BARAT XI,17,PPP,Partai Persatuan Pembangunan,41437,10,229648,271085,Hj. NURHAYATI,69007,0.300490,0.152856
Jawa Barat,JAWA BARAT XI,24,Ummat,Partai Ummat,4898,9,12646,17544,Drs. EPI ZAENAL HANAFI,4140,0.327376,0.279184
Jawa Tengah,JAWA TENGAH I,1,PKB,Partai Kebangkitan Bangsa,57509,8,147769,205278,ALAMUDIN DIMYATI ROIS,86016,0.582098,0.280152
Jawa Tengah,JAWA TENGAH I,2,Gerindra,Partai Gerakan Indonesia Raya,77410,8,123902,201312,SUGIONO,62855,0.507296,0.384527
Jawa Tengah,JAWA TENGAH I,3,PDIP,Partai Demokrasi Indonesia Perjuangan,165581,8,480560,646141,"MOCHAMAD HERVIANO WIDYATAMA, S.Sos., M.M.",230113,0.478843,0.256261
Jawa Tengah,JAWA TENGAH I,4,Golkar,Partai Golongan Karya,48388,8,195242,243630,"FIRNANDO H GANINDUTO, BA",63881,0.327189,0.198613
