province,district,party_number,party_code,party_name,party_vote,candidate_count,candidate_vote_total,total_votes,top_candidate_name,top_candidate_vote,top_candidate_vote_share,party_vote_share
Lampung,LAMPUNG I,10,Hanura,Partai Hati Nurani Rakyat,3162,10,6376,9538,Hj. EVITA WARI,2517,0.394762,0.331516
Lampung,LAMPUNG I,11,Garuda,Partai Garda Republik Indonesia,2473,10,4688,7161,"WAHYU WIDIYAT MIKO, S.H.",1781,0.379906,0.345343
Lampung,LAMPUNG I,12,PAN,Partai Amanat Nasional,30775,10,171390,202165,PUTRI ZULKIFLI HASAN,127600,0.744501,0.152227
Lampung,LAMPUNG I,13,PBB,Partai Bulan Bintang,1866,8,2871,4737,"ACHMAD ALFARIUS, B.A.",944,0.328805,0.393920
Lampung,LAMPUNG I,14,Demokrat,Partai Demokrat,28153,10,142180,170333,H. ZULKIFLI ANWAR,80492,0.566127,0.165282
Lampung,LAMPUNG I,15,PSI,Partai Solidaritas Indonesia,20929,10,40145,61074,"Dr. R.BENNY KISWORO, S.E., M.M.",27423,0.683099,0.342683
Lampung,LAMPUNG I,16,Perindo,Partai Perindo,4879,10,12936,17815,"Brigjen TNI (Purn.) TOTO JUMARIONO, S.S., M.I.Kom.",3282,0.253711,0.273870
Lampung,LAMPUNG I,17,PPP,Partai Persatuan Pembangunan,10266,10,44232,54498,"SUPRIYANTO, S.P., M.M.",20966,0.474001,0.188374
Lampung,LAMPUNG I,24,Ummat,Partai Ummat,2508,10,7579,10087,Drs. FAUZAN SYAIE,4058,0.535427,0.248637
Lampung,LAMPUNG II,1,PKB,Partai Kebangkitan Bangsa,72242,10,186532,258774,"Hj. CHUSNUNIA, M.Si.",143422,0.768887,0.279170
Lampung,LAMPUNG II,2,Gerindra,Partai Gerakan Indonesia Raya,131063,10,277180,408243,Ir. DWITA RIA GUNADI,132105,0.476604,0.321042
Lampung,LAMPUNG II,3,PDIP,Partai Demokrasi Indonesia Perjuangan,93833,10,296202,390035,"drh. I KETUT SUWENDRA, M.M.",62907,0.212379,0.240576
Lampung,LAMPUNG II,4,Golkar,Partai Golongan Karya,90259,10,331102,421361,"Ir. HANAN A. ROZAK, M.S.",93830,0.283387,0.214208
Lampung,LAMPUNG II,5,NasDem,Partai NasDem,36632,10,176238,212870,TAMANURI,63978,0.363020,0.172086
Lampung,LAMPUNG II,6,Buruh,Partai Buruh,7249,10,7759,15008,"Riko Ernando, S.H.",2970,0.382781,0.483009
Lampung,LAMPUNG II,7,Gelora,Partai Gelombang Rakyat Indonesia,10106,3,5542,15648,"KOMIRUDDIN, L.C.",3270,0.590040,0.645833
Lampung,LAMPUNG II,8,PKS,Partai Keadilan Sejahtera,32761,10,113341,146102,"Dr. Ir. H. A. JUNAIDI AULY, M.M.",58806,0.518841,0.224234
Lampung,LAMPUNG II,9,PKN,Partai Kebangkitan Nusantara,1832,8,1616,3448,"Dr. Hj. DWI RATNA KARTIKAWATI, S.H., M.Kn.",684,0.423267,0.531323
Lampung,LAMPUNG II,10,Hanura,Partai Hati Nurani Rakyat,7311,2,3966,11277,"GATOT WIDIANTO, S.H.",2573,0.648764,0.648311
Lampung,LAMPUNG II,11,Garuda,Partai Garda Republik Indonesia,2614,10,4246,6860,"DESRI HARIYADI, S.Sos.",1400,0.329722,0.381050
Lampung,LAMPUNG II,12,PAN,Partai Amanat Nasional,31427,10,130468,161895,"IRHAM JAFAR LAN PUTRA, S.Hut., M.H.",72819,0.558137,0.194120
Lampung,LAMPUNG II,13,PBB,Partai Bulan Bintang,1441,9,2253,3694,"YANUAR SYARIF, S.T.",859,0.381269,0.390092
Lampung,LAMPUNG II,14,Demokrat,Partai Demokrat,39251,10,219143,258394,MARWAN CIK ASAN,159162,0.726293,0.151904
Lampung,LAMPUNG II,15,PSI,Partai Solidaritas Indonesia,17200,10,15447,32647,Ariyo Bimmo,7560,0.489415,0.526848
Lampung,LAMPUNG II,16,Perindo,Partai Perindo,5895,10,24342,30237,"MUHAMMAD RIDHO FICARDO, S.Pi., M.Si.",18799,0.772287,0.194960
Lampung,LAMPUNG II,17,PPP,Partai Persatuan Pembangunan,6069,10,8482,14551,ANGGA JEVI SURYA,2834,0.334119,0.417085
Lampung,LAMPUNG II,24,Ummat,Partai Ummat,2946,5,2360,5306,"THONY SYAHRIL, S.H.",1069,0.452966,0.555221
DKI Jakarta,DKI JAKARTA I,1,PKB,Partai Kebangkitan Bangsa,41515,6,103794,145309,H. HASBIALLAH ILYAS,80895,0.779380,0.285702
DKI Jakarta,DKI JAKARTA I,2,Gerindra,Partai Gerakan Indonesia Raya,64805,6,131903,196708,"Dr. HABIBUROKHMAN, S.H., M.H.",96914,0.734737,0.329448
DKI Jakarta,DKI JAKARTA I,3,PDIP,Partai Demokrasi Indonesia Perjuangan,54010,6,234451,288461,PUTRA NABABAN,105559,0.450239,0.187235
DKI Jakarta,DKI JAKARTA I,4,Golkar,Partai Golongan Karya,25769,6,85950,111719,"ARIO BIMO NANDITO A, S.H.",55560,0.646422,0.230659
DKI Jakarta,DKI JAKARTA I,5,NasDem,Partai NasDem,28977,6,79796,108773,"AHMAD H. M. ALI, S.E.",56364,0.706351,0.266399
DKI Jakarta,DKI JAKARTA I,6,Buruh,Partai Buruh,10551,6,14553,25104,Said Salahudin,7671,0.527108,0.420292
DKI Jakarta,DKI JAKARTA I,7,Gelora,Partai Gelombang Rakyat Indonesia,3596,5,6921,10517,"SELAMAT NURDIN, S.Sos., M.M.",3718,0.537206,0.341923
DKI Jakarta,DKI JAKARTA I,8,PKS,Partai Keadilan Sejahtera,97256,6,293185,390441,"Dr. H. MARDANI ALI SERA, M.Eng.",176584,0.602295,0.249093
DKI Jakarta,DKI JAKARTA I,9,PKN,Partai Kebangkitan Nusantara,1181,6,1698,2879,"SISKA, S.H., M.Hum.",480,0.282686,0.410212
DKI Jakarta,DKI JAKARTA I,10,Hanura,Partai Hati Nurani Rakyat,2339,6,5300,7639,"Dr. H. CHAIRUL UMAIYA, M.M., Ak.",1919,0.362075,0.306192
DKI Jakarta,DKI JAKARTA I,11,Garuda,Partai Garda Republik Indonesia,1046,6,1964,3010,"AGUNG RIAN HIDAYAT, S.H.",569,0.289715,0.347508
DKI Jakarta,DKI JAKARTA I,12,PAN,Partai Amanat Nasional,24364,6,125063,149427,"EKO HENDRO PURNOMO, S.Sos.",93673,0.749007,0.163050
DKI Jakarta,DKI JAKARTA I,13,PBB,Partai Bulan Bintang,1446,6,2230,3676,"AFRIYENI NOOR, S.T.",760,0.340807,0.393362
DKI Jakarta,DKI JAKARTA I,14,Demokrat,Partai Demokrat,32029,6,67354,99383,"Dr. ADI KURNIA SETIADI, S.H., M.H.",39234,0.582504,0.322278
DKI Jakarta,DKI JAKARTA I,15,PSI,Partai Solidaritas Indonesia,36262,6,86181,122443,FALDO MALDINI,56725,0.658208,0.296154
DKI Jakarta,DKI JAKARTA I,16,Perindo,Partai Perindo,7633,6,16787,24420,"H. AIMAN WITJAKSONO, S.T., M.Si.",8605,0.512599,0.312572
DKI Jakarta,DKI JAKARTA I,17,PPP,Partai Persatuan Pembangunan,13812,6,65861,79673,"H. ACHMAD FAUZAN H., S.H.",48755,0.740271,0.173359
DKI Jakarta,DKI JAKARTA I,24,Ummat,Partai Ummat,4428,6,8917,13345,BUNI YANI,3967,0.444881,0.331810
DKI Jakarta,DKI JAKARTA II,1,PKB,Partai Kebangkitan Bangsa,61336,7,141360,202696,"Dr. Hj. IDA FAUZIYAH, M.Si.",76092,0.538285,0.302601
DKI Jakarta,DKI JAKARTA II,2,Gerindra,Partai Gerakan Indonesia Raya,139787,7,190040,329827,"Hj. HIMMATUL ALIYAH, S.Sos., M.Si.",94543,0.497490,0.423819
DKI Jakarta,DKI JAKARTA II,3,PDIP,Partai Demokrasi Indonesia Perjuangan,112307,7,256455,368762,"ONCE MEKEL, S.H.",60623,0.236388,0.304551
DKI Jakarta,DKI JAKARTA II,4,Golkar,Partai Golongan Karya,58839,7,200287,259126,"ABRAHAM SRIDJAJA, S.H., M.H., C.L.A.",76945,0.384174,0.227067
DKI Jakarta,DKI JAKARTA II,5,NasDem,Partai NasDem,40320,7,87544,127864,AHMAD EFFENDY CHOIRIE,20833,0.237972,0.315335
DKI Jakarta,DKI JAKARTA II,6,Buruh,Partai Buruh,15075,7,12980,28055,Muhammad Ridha,5125,0.394838,0.537337
DKI Jakarta,DKI JAKARTA II,7,Gelora,Partai Gelombang Rakyat Indonesia,6871,6,12006,18877,TRIWISAKSANA,5925,0.493503,0.363988
DKI Jakarta,DKI JAKARTA II,8,PKS,Partai Keadilan Sejahtera,117876,7,365182,483058,"Dr. H. M. HIDAYAT NUR WAHID, M.A.",227974,0.624275,0.244020
DKI Jakarta,DKI JAKARTA II,9,PKN,Partai Kebangkitan Nusantara,1562,7,2701,4263,MIRWAN AMIR,1155,0.427619,0.366409
DKI Jakarta,DKI JAKARTA II,10,Hanura,Partai Hati Nurani Rakyat,2989,7,6606,9595,ICUK SUGIARTO,2832,0.428701,0.311516
DKI Jakarta,DKI JAKARTA II,11,Garuda,Partai Garda Republik Indonesia,2698,7,3722,6420,TEDDY GUSNAIDI,1022,0.274584,0.420249
DKI Jakarta,DKI JAKARTA II,12,PAN,Partai Amanat Nasional,35765,7,171858,207623,UYA KUYA,81463,0.474013,0.172259
DKI Jakarta,DKI JAKARTA II,13,PBB,Partai Bulan Bintang,2797,7,4075,6872,"ARIS MUHAMMAD, S.H.",1601,0.392883,0.407014
DKI Jakarta,DKI JAKARTA II,14,Demokrat,Partai Demokrat,40331,7,108109,148440,Hj. MELANI LEIMENA SUHARLI,61046,0.564671,0.271699
DKI Jakarta,DKI JAKARTA II,15,PSI,Partai Solidaritas Indonesia,72245,7,111591,183836,ADE ARMANDO,54199,0.485693,0.392986
DKI Jakarta,DKI JAKARTA II,16,Perindo,Partai Perindo,13556,7,47326,60882,LILIANA T. TANOESOEDIBJO,38257,0.808372,0.222660
DKI Jakarta,DKI JAKARTA II,17,PPP,Partai Persatuan Pembangunan,16317,7,57790,74107,Ir. Hj. SINTAWATI,46920,0.811905,0.220182
DKI Jakarta,DKI JAKARTA II,24,Ummat,Partai Ummat,6534,7,13912,20446,"Dr. Hj. NURDIATI AKMA, M.Si.",6730,0.483755,0.319574
DKI Jakarta,DKI JAKARTA III,1,PKB,Partai Kebangkitan Bangsa,39432,8,53436,92868,"FUIDY LUCKMAN, B.Sc., S.H., M.M.",26113,0.488678,0.424603
DKI Jakarta,DKI JAKARTA III,2,Gerindra,Partai Gerakan Indonesia Raya,80361,8,146673,227034,RAHAYU SARASWATI D. DJOJOHADIKUSUMO,52932,0.360884,0.353960
DKI Jakarta,DKI JAKARTA III,3,PDIP,Partai Demokrasi Indonesia Perjuangan,106386,8,280594,386980,CHARLES HONORIS,97016,0.345752,0.274913
DKI Jakarta,DKI JAKARTA III,4,Golkar,Partai Golongan Karya,38256,8,275363,313619,ERWIN AKSA,186897,0.678730,0.121982
DKI Jakarta,DKI JAKARTA III,5,NasDem,Partai NasDem,38295,8,200992,239287,"AHMAD SAHRONI, S.E., M.I.Kom.",163292,0.812430,0.160038
DKI Jakarta,DKI JAKARTA III,6,Buruh,Partai Buruh,8136,8,10997,19133,Ilhamsyah,3009,0.273620,0.425234
DKI Jakarta,DKI JAKARTA III,7,Gelora,Partai Gelombang Rakyat Indonesia,5980,6,12195,18175,RENDY,4736,0.388356,0.329023
DKI Jakarta,DKI JAKARTA III,8,PKS,Partai Keadilan Sejahtera,84988,8,237212,322200,Drs. H. ADANG DARADJATUN,95773,0.403744,0.263774
DKI Jakarta,DKI JAKARTA III,9,PKN,Partai Kebangkitan Nusantara,1946,7,2490,4436,"MARULI BUTAR BUTAR, S.E.",993,0.398795,0.438683
DKI Jakarta,DKI JAKARTA III,10,Hanura,Partai Hati Nurani Rakyat,2128,8,3915,6043,"H. DJAFAR BADJEBER, M.Si.",1376,0.351469,0.352143
DKI Jakarta,DKI JAKARTA III,11,Garuda,Partai Garda Republik Indonesia,1337,8,2517,3854,WIXEN NANDO,447,0.177592,0.346912
