province,province_raw,party_code,party_name,provincial_seats,source_url,notes
Daerah Istimewa Yogyakarta,DI Yogyakarta,PKS,Partai Keadilan Sejahtera,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Daerah Istimewa Yogyakarta,DI Yogyakarta,Golkar,Partai Golongan Karya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Daerah Istimewa Yogyakarta,DI Yogyakarta,PKB,Partai Kebangkitan Bangsa,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Daerah Istimewa Yogyakarta,DI Yogyakarta,PAN,Partai Amanat Nasional,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Daerah Istimewa Yogyakarta,DI Yogyakarta,NasDem,Partai NasDem,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Daerah Istimewa Yogyakarta,DI Yogyakarta,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Daerah Istimewa Yogyakarta,DI Yogyakarta,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Daerah_Istimewa_Yogyakarta,elected party seats only
Jawa Timur,Jawa Timur,PKB,Partai Kebangkitan Bangsa,27,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,Gerindra,Partai Gerakan Indonesia Raya,21,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,PDIP,Partai Demokrasi Indonesia Perjuangan,21,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,Golkar,Partai Golongan Karya,15,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,Demokrat,Partai Demokrat,11,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,NasDem,Partai NasDem,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,PAN,Partai Amanat Nasional,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,PKS,Partai Keadilan Sejahtera,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,PPP,Partai Persatuan Pembangunan,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Jawa Timur,Jawa Timur,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Jawa_Timur,elected party seats only
Bali,Bali,PDIP,Partai Demokrasi Indonesia Perjuangan,32,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Bali,elected party seats only
Bali,Bali,Gerindra,Partai Gerakan Indonesia Raya,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Bali,elected party seats only
Bali,Bali,Golkar,Partai Golongan Karya,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Bali,elected party seats only
Bali,Bali,Demokrat,Partai Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Bali,elected party seats only
Bali,Bali,NasDem,Partai NasDem,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Bali,elected party seats only
Bali,Bali,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Bali,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,Gerindra,Partai Gerakan Indonesia Raya,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,Golkar,Partai Golongan Karya,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,PKS,Partai Keadilan Sejahtera,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,PPP,Partai Persatuan Pembangunan,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,Demokrat,Partai Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,PKB,Partai Kebangkitan Bangsa,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,NasDem,Partai NasDem,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,PAN,Partai Amanat Nasional,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,PDIP,Partai Demokrasi Indonesia Perjuangan,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,Perindo,Partai Perindo,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,PBB,Partai Bulan Bintang,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Nusa Tenggara Barat,Hanura,Partai Hati Nurani Rakyat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,Gerindra,Partai Gerakan Indonesia Raya,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,Golkar,Partai Golongan Karya,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,PDIP,Partai Demokrasi Indonesia Perjuangan,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,NasDem,Partai NasDem,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,Demokrat,Partai Demokrat,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,PKB,Partai Kebangkitan Bangsa,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,PSI,Partai Solidaritas Indonesia,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,Hanura,Partai Hati Nurani Rakyat,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,PAN,Partai Amanat Nasional,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,PKS,Partai Keadilan Sejahtera,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Nusa Tenggara Timur,Perindo,Partai Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Kalimantan Barat,Kalimantan Barat,PDIP,Partai Demokrasi Indonesia Perjuangan,13,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,NasDem,Partai NasDem,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,Gerindra,Partai Gerakan Indonesia Raya,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,Golkar,Partai Golongan Karya,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,Demokrat,Partai Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,PAN,Partai Amanat Nasional,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,PKB,Partai Kebangkitan Bangsa,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,Hanura,Partai Hati Nurani Rakyat,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,PKS,Partai Keadilan Sejahtera,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Kalimantan Barat,PPP,Partai Persatuan Pembangunan,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,PDIP,Partai Demokrasi Indonesia Perjuangan,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,Golkar,Partai Golongan Karya,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,Demokrat,Partai Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,Gerindra,Partai Gerakan Indonesia Raya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,NasDem,Partai NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,PAN,Partai Amanat Nasional,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,PKB,Partai Kebangkitan Bangsa,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,PKS,Partai Keadilan Sejahtera,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Kalimantan Tengah,Perindo,Partai Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,Golkar,Partai Golongan Karya,13,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,NasDem,Partai NasDem,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,Gerindra,Partai Gerakan Indonesia Raya,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,PAN,Partai Amanat Nasional,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,PKB,Partai Kebangkitan Bangsa,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,PKS,Partai Keadilan Sejahtera,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,Demokrat,Partai Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,PDIP,Partai Demokrasi Indonesia Perjuangan,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Kalimantan Selatan,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Timur,Kalimantan Timur,Golkar,Partai Golongan Karya,15,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,Gerindra,Partai Gerakan Indonesia Raya,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,PDIP,Partai Demokrasi Indonesia Perjuangan,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,PKB,Partai Kebangkitan Bangsa,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,PAN,Partai Amanat Nasional,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,PKS,Partai Keadilan Sejahtera,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,NasDem,Partai NasDem,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,Demokrat,Partai Demokrat,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Kalimantan Timur,PPP,Partai Persatuan Pembangunan,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Utara,Kalimantan Utara,Demokrat,Partai Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,Gerindra,Partai Gerakan Indonesia Raya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,Golkar,Partai Golongan Karya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,PKS,Partai Keadilan Sejahtera,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,Hanura,Partai Hati Nurani Rakyat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,PDIP,Partai Demokrasi Indonesia Perjuangan,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,NasDem,Partai NasDem,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,PAN,Partai Amanat Nasional,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,PKB,Partai Kebangkitan Bangsa,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Kalimantan Utara,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,PDIP,Partai Demokrasi Indonesia Perjuangan,19,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,Demokrat,Partai Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,Golkar,Partai Golongan Karya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,NasDem,Partai NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,Gerindra,Partai Gerakan Indonesia Raya,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,PKB,Partai Kebangkitan Bangsa,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,PKS,Partai Keadilan Sejahtera,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,PSI,Partai Solidaritas Indonesia,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Sulawesi Utara,Perindo,Partai Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Gorontalo,Gorontalo,Golkar,Partai Golongan Karya,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,NasDem,Partai NasDem,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,PDIP,Partai Demokrasi Indonesia Perjuangan,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,Gerindra,Partai Gerakan Indonesia Raya,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,PKS,Partai Keadilan Sejahtera,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,PPP,Partai Persatuan Pembangunan,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,Demokrat,Partai Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,PAN,Partai Amanat Nasional,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,Hanura,Partai Hati Nurani Rakyat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gorontalo,PKB,Partai Kebangkitan Bangsa,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,Demokrat,Partai Demokrat,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,Golkar,Partai Golongan Karya,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,NasDem,Partai NasDem,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,Gerindra,Partai Gerakan Indonesia Raya,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,PDIP,Partai Demokrasi Indonesia Perjuangan,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,PKB,Partai Kebangkitan Bangsa,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,PKS,Partai Keadilan Sejahtera,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,PAN,Partai Amanat Nasional,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,Perindo,Partai Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,Hanura,Partai Hati Nurani Rakyat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,PBB,Partai Bulan Bintang,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Sulawesi Tengah,PPP,Partai Persatuan Pembangunan,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,NasDem,Partai NasDem,17,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,Golkar,Partai Golongan Karya,14,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,Gerindra,Partai Gerakan Indonesia Raya,13,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,PKB,Partai Kebangkitan Bangsa,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,PPP,Partai Persatuan Pembangunan,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,Demokrat,Partai Demokrat,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,PKS,Partai Keadilan Sejahtera,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,PDIP,Partai Demokrasi Indonesia Perjuangan,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Sulawesi Selatan,PAN,Partai Amanat Nasional,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
