province,party,seats,source_url,notes
Nusa Tenggara Barat,Perindo,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,PBB,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Barat,Hanura,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Barat,elected party seats only
Nusa Tenggara Timur,Gerindra,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Golkar,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,PDI-P,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,NasDem,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Demokrat,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,PKB,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,PSI,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Hanura,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,PAN,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,PKS,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Nusa Tenggara Timur,Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Nusa_Tenggara_Timur,elected party seats only
Kalimantan Barat,PDI-P,13,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,NasDem,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Gerindra,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Golkar,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,PAN,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,PKB,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,Hanura,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,PKS,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Barat,PPP,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Barat,elected party seats only
Kalimantan Tengah,PDI-P,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Golkar,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Gerindra,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,PAN,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,PKB,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,PKS,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Tengah,Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Tengah,elected party seats only
Kalimantan Selatan,Golkar,13,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,NasDem,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Gerindra,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,PAN,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,PKB,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,PKS,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,PDI-P,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Selatan,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Selatan,elected party seats only
Kalimantan Timur,Golkar,15,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Gerindra,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,PDI-P,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,PKB,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,PAN,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,PKS,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,NasDem,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,Demokrat,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Timur,PPP,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Timur,elected party seats only
Kalimantan Utara,Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Gerindra,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Golkar,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,PKS,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,Hanura,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,PDI-P,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,NasDem,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,PAN,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,PKB,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Kalimantan Utara,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Kalimantan_Utara,elected party seats only
Sulawesi Utara,PDI-P,19,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Demokrat,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Golkar,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Gerindra,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,PKB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,PKS,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,PSI,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Sulawesi Utara,Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Utara,elected party seats only
Gorontalo,Golkar,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,NasDem,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,PDI-P,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Gerindra,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,PKS,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,PPP,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,Hanura,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Gorontalo,PKB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Gorontalo,elected party seats only
Sulawesi Tengah,Demokrat,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Golkar,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,NasDem,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Gerindra,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,PDI-P,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,PKB,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,PKS,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,PAN,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,Hanura,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,PBB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Tengah,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tengah,elected party seats only
Sulawesi Selatan,NasDem,17,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Golkar,14,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Gerindra,13,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,PKB,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,PPP,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Demokrat,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,PKS,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,PDI-P,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,PAN,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Selatan,Hanura,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Selatan,elected party seats only
Sulawesi Tenggara,Golkar,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,PDI-P,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Gerindra,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Demokrat,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,PBB,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,PKS,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,PKB,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,PPP,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Tenggara,Hanura,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Tenggara,elected party seats only
Sulawesi Barat,Golkar,10,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Demokrat,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Gerindra,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,PAN,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,PDI-P,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,PKB,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,Hanura,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,PKS,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Sulawesi Barat,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Sulawesi_Barat,elected party seats only
Maluku,PDI-P,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Gerindra,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Demokrat,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Golkar,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,PKB,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,PKS,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Hanura,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,PPP,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku,Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku,elected party seats only
Maluku Utara,Golkar,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Hanura,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,PDI-P,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,PKS,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Gerindra,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,PKB,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Garuda,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,PBB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Maluku Utara,Perindo,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Maluku_Utara,elected party seats only
Papua,Golkar,9,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,NasDem,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,PDI-P,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,PKS,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Gerindra,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,PKB,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,Perindo,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua,PSI,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua,elected party seats only; Otsus seats excluded
Papua Barat,Golkar,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,PDI-P,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Demokrat,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Gerindra,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,PKB,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,PKS,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Barat,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat,elected party seats only; Otsus seats excluded
Papua Selatan,PDI-P,7,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,NasDem,6,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Gerindra,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Golkar,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,PKB,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,PKS,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,PPP,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
