province,party,seats,source_url,notes
Papua Selatan,Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,Demokrat,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,PAN,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Selatan,PSI,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Selatan,elected party seats only; Otsus seats excluded
Papua Tengah,PDI-P,11,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,NasDem,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Gerindra,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Golkar,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Hanura,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PAN,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PKB,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Demokrat,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PBB,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PKS,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PSI,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Perindo,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,Garuda,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PKN,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Tengah,PPP,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Tengah,elected party seats only; Otsus seats excluded
Papua Pegunungan,NasDem,11,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Demokrat,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PKS,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PDI-P,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Perindo,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Gerindra,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Golkar,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PAN,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PKN,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PSI,2,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Garuda,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,Gelora,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PBB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Pegunungan,PKB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Pegunungan,elected party seats only; Otsus seats excluded
Papua Barat Daya,Golkar,8,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Demokrat,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,PDI-P,5,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,NasDem,4,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Gerindra,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Hanura,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,Perindo,3,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,PAN,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,PKB,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,PKS,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
Papua Barat Daya,PSI,1,https://id.wikipedia.org/wiki/Dewan_Perwakilan_Rakyat_Daerah_Provinsi_Papua_Barat_Daya,elected party seats only; Otsus seats excluded
